gene_id	gene_symbol
ENSG00000259011.1	AC016266.1
ENSG00000259012.2	MTCYBP27
ENSG00000259013.2	AL118558.2
ENSG00000259015.1	AL442663.4
ENSG00000259016.1	AL391156.1
ENSG00000259017.1	AL133163.3
ENSG00000259018.1	AL049829.2
ENSG00000259019.1	EIF4BP1
ENSG00000259020.3	AL049872.1
ENSG00000259021.2	TPRX1P1
ENSG00000259022.2	DNAJC8P1
ENSG00000259023.2	LINC00524
ENSG00000259024.6	TVP23C-CDRT4
ENSG00000259025.1	AC037471.1
ENSG00000259026.1	AL049833.2
ENSG00000259028.1	AL135746.1
ENSG00000259029.1	DUX4L18
ENSG00000259030.6	FPGT-TNNI3K
ENSG00000259031.1	AL845552.2
ENSG00000259032.2	ENSAP2
ENSG00000259033.1	AL356804.1
ENSG00000259035.1	AL355838.1
ENSG00000259036.1	AL355102.5
ENSG00000259037.1	BX927359.1
ENSG00000259038.1	AL121820.2
ENSG00000259039.1	AL161804.1
ENSG00000259040.5	BLOC1S5-TXNDC5
ENSG00000259041.1	AC015722.1
ENSG00000259042.2	AC244502.3
ENSG00000259043.1	BRD7P1
ENSG00000259044.1	AL357172.1
ENSG00000259045.1	MTCO1P2
ENSG00000259046.1	AL049870.4
ENSG00000259047.1	AL163153.1
ENSG00000259048.1	AL392023.2
ENSG00000259049.1	AL139317.3
ENSG00000259050.2	CHORDC2P
ENSG00000259051.1	HNRNPUP1
ENSG00000259052.1	AL157871.6
ENSG00000259053.1	AL137230.2
ENSG00000259054.1	LINC02332
ENSG00000259055.1	AL591770.1
ENSG00000259056.1	DUXAP1
ENSG00000259057.1	AC105109.1
ENSG00000259058.1	AF111169.3
ENSG00000259059.1	PEBP1P1
ENSG00000259060.7	AL163195.3
ENSG00000259061.1	AL358292.1
ENSG00000259062.2	ACTN1-AS1
ENSG00000259064.2	AC091544.4
ENSG00000259065.1	AC005520.2
ENSG00000259066.5	AL110118.2
ENSG00000259067.1	AL583810.3
ENSG00000259068.1	TRAV37
ENSG00000259069.1	AL512310.10
ENSG00000259070.5	LINC00639
ENSG00000259071.1	AL359397.2
ENSG00000259072.1	AL161751.1
ENSG00000259073.1	FOXN3-AS2
ENSG00000259074.1	PSMB7P1
ENSG00000259075.6	POC1B-GALNT4
ENSG00000259076.1	AL049869.2
ENSG00000259077.1	AL136501.1
ENSG00000259078.2	PTBP1P
ENSG00000259079.1	AC005476.1
ENSG00000259080.1	AC074091.1
ENSG00000259081.1	AF111169.4
ENSG00000259082.1	LINC02314
ENSG00000259083.1	AL132639.3
ENSG00000259084.6	AL133467.3
ENSG00000259086.3	AL136298.3
ENSG00000259087.5	AL121790.2
ENSG00000259088.1	AL137779.2
ENSG00000259089.2	GRAMD4P5
ENSG00000259090.1	AL121594.4
ENSG00000259091.1	LINC00517
ENSG00000259092.1	TRAV30
ENSG00000259093.1	AL137191.1
ENSG00000259094.1	AC013457.1
ENSG00000259095.1	GTF2IP22
ENSG00000259096.1	FAM35CP
ENSG00000259097.1	AL163932.1
ENSG00000259098.1	AC025884.2
ENSG00000259099.2	AC025574.1
ENSG00000259100.1	AL157791.1
ENSG00000259102.2	SMARCE1P3
ENSG00000259103.1	AF107885.2
ENSG00000259104.2	PTCSC3
ENSG00000259105.1	RPS3AP4
ENSG00000259106.1	AC008056.2
ENSG00000259107.1	LINC00911
ENSG00000259108.2	LINC01595
ENSG00000259109.1	AC004858.1
ENSG00000259110.1	LINC02304
ENSG00000259111.1	AL079307.2
ENSG00000259112.2	NDUFC2-KCTD14
ENSG00000259113.1	AL118556.1
ENSG00000259115.1	AL357153.3
ENSG00000259116.1	AL049869.3
ENSG00000259117.1	AL121576.1
ENSG00000259118.5	AL139022.1
ENSG00000259119.1	AL132796.2
ENSG00000259120.2	SMIM6
ENSG00000259121.2	AL109628.2
ENSG00000259122.2	TVP23BP1
ENSG00000259123.1	AC103996.3
ENSG00000259124.1	AC008050.1
ENSG00000259125.1	LRP1-AS
ENSG00000259126.1	AL161752.1
ENSG00000259129.5	LINC00648
ENSG00000259130.1	AL133371.3
ENSG00000259132.1	AL132780.3
ENSG00000259133.5	AL161757.5
ENSG00000259134.5	LINC00924
ENSG00000259135.1	AL445363.2
ENSG00000259136.1	AL137100.2
ENSG00000259137.1	AL109766.1
ENSG00000259138.1	AL049780.2
ENSG00000259140.2	AL049839.1
ENSG00000259142.1	LINC00644
ENSG00000259143.1	AL356017.1
ENSG00000259144.2	RANBP20P
ENSG00000259146.3	AC005476.2
ENSG00000259148.1	YWHAZP1
ENSG00000259149.1	AL445074.1
ENSG00000259150.5	LINC00929
ENSG00000259151.2	CAP2P1
ENSG00000259152.1	AC104002.2
ENSG00000259153.1	AC004816.1
ENSG00000259154.1	DUX4L17
ENSG00000259155.2	AL591767.3
ENSG00000259156.7	CHEK2P2
ENSG00000259157.1	AL079307.3
ENSG00000259158.3	ADAM20P1
ENSG00000259160.1	AL049869.4
ENSG00000259161.2	AL137779.3
ENSG00000259162.1	AL355075.5
ENSG00000259163.1	AL096869.2
ENSG00000259164.1	AC007375.2
ENSG00000259165.1	AL391262.1
ENSG00000259166.1	AL049836.2
ENSG00000259167.2	NMNAT1P1
ENSG00000259168.1	AC104002.3
ENSG00000259169.1	GNRHR2P1
ENSG00000259170.1	AC090985.1
ENSG00000259171.1	AL163636.2
ENSG00000259172.1	AC023024.1
ENSG00000259173.2	AC090515.3
ENSG00000259175.1	AC108451.1
ENSG00000259177.1	AC018946.1
ENSG00000259178.1	AC023906.2
ENSG00000259179.1	UBE2CP4
ENSG00000259180.1	AC012378.1
ENSG00000259181.1	AC114546.1
ENSG00000259182.5	AC019254.1
ENSG00000259183.1	MED28P6
ENSG00000259185.1	AC090971.1
ENSG00000259186.1	AC009660.1
ENSG00000259187.1	AC122108.1
ENSG00000259188.5	AC025040.1
ENSG00000259191.2	AC027237.1
ENSG00000259192.1	AC109631.1
ENSG00000259194.1	AC020891.1
ENSG00000259195.1	AC021739.1
ENSG00000259196.1	HMBOX1-IT1
ENSG00000259198.1	AC020658.2
ENSG00000259199.1	AC022523.1
ENSG00000259200.1	AC068722.1
ENSG00000259201.1	AC090971.2
ENSG00000259202.1	AC012568.1
ENSG00000259203.1	AC016044.1
ENSG00000259204.1	AC073964.1
ENSG00000259205.2	PRKXP1
ENSG00000259207.7	ITGB3
ENSG00000259208.2	AC023968.1
ENSG00000259209.3	AC004943.1
ENSG00000259211.1	AC013356.2
ENSG00000259212.1	AC103739.1
ENSG00000259213.1	AC105133.1
ENSG00000259214.1	AC012414.2
ENSG00000259215.1	AC027237.2
ENSG00000259216.2	AC084757.1
ENSG00000259217.2	AC068867.1
ENSG00000259218.5	LINC00928
ENSG00000259219.1	AC084855.2
ENSG00000259221.5	AC023905.1
ENSG00000259222.2	AC027088.2
ENSG00000259223.2	AC009654.1
ENSG00000259224.2	SLC35G6
ENSG00000259225.6	LINC02345
ENSG00000259227.2	AC087699.1
ENSG00000259228.1	HNRNPA1P62
ENSG00000259229.2	AC026826.2
ENSG00000259230.1	LINC02323
ENSG00000259231.2	AC090888.1
ENSG00000259232.2	AC105129.1
ENSG00000259234.5	ANKRD34C-AS1
ENSG00000259235.1	AC066612.1
ENSG00000259236.1	GOLGA8VP
ENSG00000259237.1	LINC02490
ENSG00000259238.1	AC092755.2
ENSG00000259239.1	AC021755.1
ENSG00000259240.1	MIR4713HG
ENSG00000259241.1	AC020892.1
ENSG00000259242.2	AC002306.1
ENSG00000259244.1	AC048382.2
ENSG00000259245.1	AC040918.1
ENSG00000259246.4	HMGN2P47
ENSG00000259247.1	TTTY25P
ENSG00000259248.5	USP3-AS1
ENSG00000259250.1	AC018904.1
ENSG00000259251.2	AC104590.1
ENSG00000259252.1	AC026583.1
ENSG00000259254.1	AC022405.1
ENSG00000259255.1	AC073941.1
ENSG00000259256.1	LINC01895
ENSG00000259257.1	AC037479.1
ENSG00000259258.1	AC013553.1
ENSG00000259259.1	NPM1P42
ENSG00000259261.2	IGHV4OR15-8
ENSG00000259262.1	NDUFA3P4
ENSG00000259265.1	AC027088.3
ENSG00000259266.1	AC022523.2
ENSG00000259267.2	AC073176.1
ENSG00000259268.1	AC007950.1
ENSG00000259269.1	AC109630.1
ENSG00000259270.1	AC044860.2
ENSG00000259271.1	ANKRD62P1
ENSG00000259273.1	AC027176.1
ENSG00000259274.1	AC107241.1
ENSG00000259275.2	AC087477.2
ENSG00000259276.1	AC087286.1
ENSG00000259277.1	AC127522.1
ENSG00000259278.1	AC087878.1
ENSG00000259279.1	AC037198.1
ENSG00000259280.1	AC018563.1
ENSG00000259281.1	LINGO1-AS2
ENSG00000259282.5	SPATA8-AS1
ENSG00000259283.2	AC109462.2
ENSG00000259284.1	LINC02349
ENSG00000259285.1	AC025431.1
ENSG00000259286.3	AC087639.1
ENSG00000259287.2	AC010809.1
ENSG00000259288.6	BUB1B-PAK6
ENSG00000259289.2	LINC02206
ENSG00000259290.1	AP001007.3
ENSG00000259291.2	ZNF710-AS1
ENSG00000259293.1	LIPC-AS1
ENSG00000259294.1	AC005096.1
ENSG00000259295.6	CSPG4P12
ENSG00000259296.1	AC020892.2
ENSG00000259298.1	AC012170.2
ENSG00000259299.1	AC061965.1
ENSG00000259300.2	TUBBP8
ENSG00000259301.2	AC084759.1
ENSG00000259302.1	AC048382.3
ENSG00000259303.5	IGHV2OR16-5
ENSG00000259304.1	AC090888.2
ENSG00000259305.6	ZHX1-C8orf76
ENSG00000259306.2	AC020891.2
ENSG00000259307.1	PLCB2-AS1
ENSG00000259308.3	AC024270.1
ENSG00000259309.1	AC021818.1
ENSG00000259312.1	AC087477.3
ENSG00000259314.1	AC103739.2
ENSG00000259315.1	ACTG1P17
ENSG00000259316.10	AC087632.1
ENSG00000259317.1	AC044860.3
ENSG00000259318.1	AL356801.1
ENSG00000259319.1	AF111167.2
ENSG00000259320.1	AC022523.3
ENSG00000259321.1	AL136295.2
ENSG00000259322.1	AC090607.1
ENSG00000259324.1	OR11K1P
ENSG00000259326.1	AC116158.1
ENSG00000259327.1	AC023906.3
ENSG00000259330.2	INAFM2
ENSG00000259331.1	AC009432.1
ENSG00000259332.3	ST20-MTHFS
ENSG00000259333.1	AC127029.1
ENSG00000259334.1	LINC00596
ENSG00000259335.1	HNRNPMP1
ENSG00000259336.1	AC021231.1
ENSG00000259337.4	IGHV1OR15-2
ENSG00000259338.1	AC051619.2
ENSG00000259339.2	TGIF1P1
ENSG00000259340.2	AC110588.1
ENSG00000259341.1	AC015660.1
ENSG00000259342.1	AC025580.1
ENSG00000259343.6	TMC3-AS1
ENSG00000259345.5	AC013652.1
ENSG00000259346.2	AC105129.2
ENSG00000259347.6	AC087482.1
ENSG00000259349.1	AC011921.1
ENSG00000259350.2	AC067805.1
ENSG00000259351.1	AC015914.1
ENSG00000259352.1	AC091117.1
ENSG00000259353.1	AC090515.4
ENSG00000259354.5	AC025580.2
ENSG00000259356.1	AC022710.1
ENSG00000259357.2	AL590133.2
ENSG00000259358.1	AC026951.1
ENSG00000259359.1	AC012409.1
ENSG00000259360.1	AC009558.1
ENSG00000259361.5	LINC00927
ENSG00000259362.2	AC046168.1
ENSG00000259363.5	AC090825.1
ENSG00000259364.1	AC013356.3
ENSG00000259365.1	AC019254.2
ENSG00000259366.1	AC108449.2
ENSG00000259367.1	AC087286.2
ENSG00000259368.1	AC013356.4
ENSG00000259369.1	AC009997.1
ENSG00000259370.2	AC103740.1
ENSG00000259371.2	AL136295.3
ENSG00000259374.2	NDUFB4P11
ENSG00000259375.1	AC087286.3
ENSG00000259376.1	AC090907.1
ENSG00000259377.1	AC026770.1
ENSG00000259378.1	DCAF13P3
ENSG00000259379.1	MTND5P32
ENSG00000259380.5	AC087473.1
ENSG00000259381.2	AC090695.1
ENSG00000259383.1	AC012414.3
ENSG00000259384.6	GH1
ENSG00000259385.1	AC066612.2
ENSG00000259388.1	AC025040.2
ENSG00000259389.2	H3F3AP1
ENSG00000259390.2	AC022196.1
ENSG00000259392.2	AC090877.1
ENSG00000259393.2	AC025918.2
ENSG00000259394.2	AC079328.1
ENSG00000259395.1	AC087516.1
ENSG00000259396.1	AC087721.1
ENSG00000259397.3	AC021231.2
ENSG00000259398.1	AC090970.1
ENSG00000259399.1	TGIF2-C20orf24
ENSG00000259402.1	AC090515.5
ENSG00000259403.1	AC020704.1
ENSG00000259404.5	EFTUD1P1
ENSG00000259405.1	AC020661.2
ENSG00000259407.1	AC021739.2
ENSG00000259408.2	AC010809.2
ENSG00000259409.1	AC021755.2
ENSG00000259410.5	AC009292.2
ENSG00000259411.1	HNRNPA1P45
ENSG00000259413.2	AC011270.1
ENSG00000259414.1	AC242376.1
ENSG00000259415.1	AC012291.1
ENSG00000259416.2	AC021739.3
ENSG00000259417.2	CTXND1
ENSG00000259418.1	AC091117.2
ENSG00000259419.2	HNRNPCP3
ENSG00000259420.5	AC046168.2
ENSG00000259421.1	AL022318.2
ENSG00000259422.1	AC091100.1
ENSG00000259423.2	AC113146.1
ENSG00000259424.1	AC118658.1
ENSG00000259425.5	AC011767.1
ENSG00000259426.5	AC027237.3
ENSG00000259427.2	DPPA5P2
ENSG00000259428.1	HMGB3P26
ENSG00000259429.5	UBE2Q2P2
ENSG00000259430.1	CERS3-AS1
ENSG00000259431.5	THTPA
ENSG00000259432.1	AC023908.1
ENSG00000259433.2	AC051619.3
ENSG00000259434.1	AC068875.1
ENSG00000259435.2	OR4N3P
ENSG00000259436.1	AC010247.2
ENSG00000259437.1	AC093334.1
ENSG00000259438.1	AC090970.2
ENSG00000259439.2	LINC01833
ENSG00000259440.2	NPM1P43
ENSG00000259441.2	AC079075.1
ENSG00000259442.1	AC105339.2
ENSG00000259443.1	AC012414.4
ENSG00000259444.1	AL161669.1
ENSG00000259445.1	AC025219.1
ENSG00000259446.5	AC055874.1
ENSG00000259447.1	AC013652.2
ENSG00000259448.2	LINC02352
ENSG00000259449.1	NIFKP8
ENSG00000259450.1	AC113146.2
ENSG00000259452.2	AC009269.2
ENSG00000259453.1	AC087286.4
ENSG00000259454.1	WBP1LP5
ENSG00000259456.3	ADNP-AS1
ENSG00000259457.1	AC100826.1
ENSG00000259458.1	MGC15885
ENSG00000259459.5	AC087525.1
ENSG00000259460.1	AC078909.1
ENSG00000259461.1	ANP32BP3
ENSG00000259462.2	CPEB1-AS1
ENSG00000259463.1	AC020661.3
ENSG00000259464.2	SNRPCP18
ENSG00000259465.2	AHCYP7
ENSG00000259466.1	NPM1P47
ENSG00000259467.1	NDUFAF4P1
ENSG00000259468.1	AC079203.2
ENSG00000259469.1	AC084757.2
ENSG00000259470.2	KRT8P9
ENSG00000259471.1	LINC01169
ENSG00000259473.1	LINC02205
ENSG00000259474.1	AC027228.1
ENSG00000259475.1	AC036108.1
ENSG00000259476.1	AC018904.2
ENSG00000259477.1	AC012653.1
ENSG00000259478.2	AC024651.1
ENSG00000259479.6	SORD2P
ENSG00000259481.1	AC012404.1
ENSG00000259482.1	RORA-AS2
ENSG00000259483.1	AL355073.1
ENSG00000259485.1	LINC02253
ENSG00000259488.2	AC023355.1
ENSG00000259489.2	KRT18P47
ENSG00000259490.2	IGHV3OR15-7
ENSG00000259493.2	AC023968.2
ENSG00000259494.1	MRPL46
ENSG00000259495.2	AC016705.2
ENSG00000259496.2	AC021818.2
ENSG00000259498.1	AC079328.2
ENSG00000259499.1	AC090519.2
ENSG00000259500.1	KRT8P24
ENSG00000259502.1	AL132640.1
ENSG00000259503.1	AC048383.1
ENSG00000259504.2	AC026992.1
ENSG00000259505.1	AC009268.1
ENSG00000259507.1	AC103968.1
ENSG00000259508.1	AL132801.1
ENSG00000259509.2	AC073941.2
ENSG00000259511.2	UBE2Q2L
ENSG00000259512.3	HNRNPA1P5
ENSG00000259513.1	CYCSP38
ENSG00000259514.1	AC027243.1
ENSG00000259515.1	AL117209.1
ENSG00000259516.2	ANP32AP1
ENSG00000259517.2	LINC02169
ENSG00000259518.1	LINC01583
ENSG00000259519.1	AC051619.4
ENSG00000259520.5	AC051619.5
ENSG00000259521.1	INO80-AS1
ENSG00000259522.3	AL136295.4
ENSG00000259523.1	AC022613.2
ENSG00000259525.1	GCSHP2
ENSG00000259527.2	LINC00052
ENSG00000259528.1	AC068397.1
ENSG00000259529.1	AL136295.5
ENSG00000259530.1	AC104574.1
ENSG00000259531.2	AC022306.1
ENSG00000259532.1	AC009269.3
ENSG00000259533.1	AC040958.1
ENSG00000259534.1	AC087477.4
ENSG00000259535.1	RPL21P12
ENSG00000259536.5	AC091045.1
ENSG00000259538.1	UBE2Q2P11
ENSG00000259539.1	AC051619.6
ENSG00000259540.1	AC027020.1
ENSG00000259541.5	AP001150.1
ENSG00000259542.5	AC087477.5
ENSG00000259543.1	AC060809.1
ENSG00000259544.1	AC021739.4
ENSG00000259545.2	AC013452.1
ENSG00000259546.1	AC027808.1
ENSG00000259547.1	CYCSP2
ENSG00000259548.1	AC021483.1
ENSG00000259550.2	HNRNPA1P74
ENSG00000259551.1	AC048382.4
ENSG00000259553.5	AC140725.1
ENSG00000259554.1	AC084882.1
ENSG00000259555.1	AC067863.2
ENSG00000259556.2	AC090971.3
ENSG00000259557.2	HMGN1P26
ENSG00000259558.1	MESTP2
ENSG00000259560.1	AC020687.1
ENSG00000259561.1	AC079075.2
ENSG00000259562.2	AC090607.2
ENSG00000259563.1	AC025430.1
ENSG00000259564.1	AC009554.1
ENSG00000259565.2	KRT8P23
ENSG00000259569.2	AC013489.2
ENSG00000259570.1	AC243562.1
ENSG00000259571.1	BLID
ENSG00000259572.5	LINC01491
ENSG00000259573.1	NMNAT1P5
ENSG00000259575.1	AC012404.2
ENSG00000259577.1	CERNA1
ENSG00000259579.1	AC087762.1
ENSG00000259580.1	AC023908.2
ENSG00000259581.3	TYRO3P
ENSG00000259582.3	AC026523.1
ENSG00000259583.2	AC015712.2
ENSG00000259584.1	AC021755.3
ENSG00000259585.2	RBM17P4
ENSG00000259586.1	AC015712.3
ENSG00000259587.2	AC114546.2
ENSG00000259588.1	AC012050.1
ENSG00000259589.2	AC073167.1
ENSG00000259590.1	AC015660.2
ENSG00000259591.1	AC022898.1
ENSG00000259592.1	PRELID1P4
ENSG00000259593.1	MTND5P40
ENSG00000259594.5	AC023034.1
ENSG00000259595.1	AC025043.1
ENSG00000259598.1	AC116158.2
ENSG00000259600.2	AC066616.2
ENSG00000259601.2	AC092079.1
ENSG00000259602.1	AC091073.1
ENSG00000259603.1	AC016595.1
ENSG00000259604.5	AC015712.4
ENSG00000259605.3	AC074212.1
ENSG00000259607.1	AC108449.3
ENSG00000259608.1	AC104229.1
ENSG00000259609.1	AC027807.1
ENSG00000259610.1	AC023034.2
ENSG00000259611.1	LINC01582
ENSG00000259612.1	EEF1A1P22
ENSG00000259614.2	AC087477.6
ENSG00000259615.1	AC013391.1
ENSG00000259616.2	AC104574.2
ENSG00000259617.1	AC020661.4
ENSG00000259618.1	AC012170.3
ENSG00000259619.2	AC010867.1
ENSG00000259620.1	AC016987.1
ENSG00000259621.1	AC069029.1
ENSG00000259622.1	AC026956.1
ENSG00000259623.1	AC125257.1
ENSG00000259624.1	AC009269.4
ENSG00000259626.2	MTND3P12
ENSG00000259627.1	AC079328.3
ENSG00000259628.1	AC007000.3
ENSG00000259630.2	AC104046.1
ENSG00000259631.1	AC104316.2
ENSG00000259632.2	AC090971.4
ENSG00000259633.1	UBE2Q2P8
ENSG00000259635.1	AC100830.1
ENSG00000259636.1	AC016987.2
ENSG00000259637.1	DNM1P38
ENSG00000259639.5	AC021351.1
ENSG00000259641.5	PCAT29
ENSG00000259642.2	ST20-AS1
ENSG00000259644.1	AC022613.3
ENSG00000259645.1	AC027237.4
ENSG00000259646.1	AC140725.2
ENSG00000259647.1	AC111152.2
ENSG00000259648.1	AL132640.2
ENSG00000259649.4	AC027808.2
ENSG00000259650.1	AC068397.2
ENSG00000259651.2	MTCO3P23
ENSG00000259652.1	AC090181.1
ENSG00000259654.1	AC115102.1
ENSG00000259655.1	AC090825.2
ENSG00000259656.1	AC013452.2
ENSG00000259657.1	PIGHP1
ENSG00000259658.5	AC027559.1
ENSG00000259659.1	AC009996.1
ENSG00000259660.2	DNM1P47
ENSG00000259661.1	AC068831.6
ENSG00000259663.2	AC010478.1
ENSG00000259664.2	LINC02254
ENSG00000259665.1	AC021231.3
ENSG00000259666.2	LINGO1-AS1
ENSG00000259668.5	AC066613.1
ENSG00000259669.5	AC084759.2
ENSG00000259670.1	AC012379.1
ENSG00000259671.1	MTCYBP23
ENSG00000259672.1	AC087612.1
ENSG00000259673.5	IQCH-AS1
ENSG00000259674.1	AC092868.1
ENSG00000259675.1	AC018618.1
ENSG00000259676.1	AC103982.1
ENSG00000259677.1	AC027176.2
ENSG00000259678.1	AC066613.2
ENSG00000259680.5	AC136428.1
ENSG00000259681.1	AC090527.1
ENSG00000259682.1	AC091231.1
ENSG00000259683.1	AC243562.2
ENSG00000259684.1	AC084756.1
ENSG00000259685.2	AC092769.1
ENSG00000259686.1	HNRNPA1P71
ENSG00000259687.1	LINC01220
ENSG00000259688.1	AC019288.1
ENSG00000259690.1	AC107980.1
ENSG00000259691.2	FKBP1AP2
ENSG00000259692.5	AC104041.1
ENSG00000259694.1	AC136698.1
ENSG00000259695.2	AC090164.1
ENSG00000259696.2	AC104759.1
ENSG00000259697.1	AC126323.2
ENSG00000259698.1	FAM30C
ENSG00000259699.2	HMGB1P8
ENSG00000259700.3	AC012379.2
ENSG00000259701.1	AC020891.3
ENSG00000259702.2	AC024337.1
ENSG00000259703.5	LINC00593
ENSG00000259704.1	AC124248.1
ENSG00000259705.1	AC084757.3
ENSG00000259706.1	HSP90B2P
ENSG00000259707.1	AC105339.3
ENSG00000259708.1	AC090607.3
ENSG00000259709.1	AC023906.4
ENSG00000259710.1	NUTF2P6
ENSG00000259711.1	AC106738.1
ENSG00000259712.1	AC023906.5
ENSG00000259713.1	AC013391.2
ENSG00000259715.1	AC022087.1
ENSG00000259717.1	LINC00677
ENSG00000259719.5	LINC02284
ENSG00000259720.1	AC009562.1
ENSG00000259721.1	AC090877.2
ENSG00000259722.2	AC087465.1
ENSG00000259723.1	AL354993.2
ENSG00000259724.1	LINC01581
ENSG00000259725.1	AC106738.2
ENSG00000259726.1	CSPG4P11
ENSG00000259727.1	AC103740.2
ENSG00000259728.5	LINC00933
ENSG00000259730.1	AC092078.1
ENSG00000259731.2	AC022929.1
ENSG00000259732.1	AC092757.2
ENSG00000259734.1	AC012229.1
ENSG00000259735.1	AC092868.2
ENSG00000259736.1	CRTC3-AS1
ENSG00000259737.6	AC087516.2
ENSG00000259738.1	ZNF444P1
ENSG00000259740.1	AC009558.2
ENSG00000259742.1	AC090888.3
ENSG00000259743.2	AC068714.1
ENSG00000259744.1	AC009269.5
ENSG00000259746.1	HSPE1P3
ENSG00000259747.1	AC104261.1
ENSG00000259749.1	NCAPGP2
ENSG00000259750.1	AC092868.3
ENSG00000259751.1	AC018868.2
ENSG00000259753.1	AC068234.1
ENSG00000259754.1	AC092078.2
ENSG00000259755.1	AC090907.2
ENSG00000259756.1	AC100839.1
ENSG00000259757.1	AC091891.1
ENSG00000259759.1	AC007907.1
ENSG00000259760.1	AC015660.3
ENSG00000259761.1	AC078905.1
ENSG00000259762.1	AC021739.5
ENSG00000259763.1	LINC02157
ENSG00000259764.1	PCSK6-AS1
ENSG00000259767.1	AC022558.1
ENSG00000259768.5	AC004943.2
ENSG00000259769.1	AC127381.2
ENSG00000259770.2	AC015871.1
ENSG00000259771.1	AC092756.1
ENSG00000259772.6	AC012236.1
ENSG00000259773.1	AC012100.2
ENSG00000259774.1	AC243562.3
ENSG00000259775.1	AL138976.2
ENSG00000259776.1	AC093426.1
ENSG00000259779.1	LINC01922
ENSG00000259780.3	AC009065.1
ENSG00000259781.1	HMGB1P6
ENSG00000259782.2	AC008915.1
ENSG00000259783.5	LINC02259
ENSG00000259784.1	AC093525.1
ENSG00000259786.6	LINC02109
ENSG00000259788.1	AL596325.1
ENSG00000259789.1	AL096869.3
ENSG00000259790.1	ANP32BP1
ENSG00000259791.1	AC092325.1
ENSG00000259792.1	AC104758.2
ENSG00000259793.1	AC013726.1
ENSG00000259797.1	AC020978.2
ENSG00000259798.1	AC138625.1
ENSG00000259800.1	AC145350.1
ENSG00000259802.1	AC012640.2
ENSG00000259803.6	SLC22A31
ENSG00000259804.1	AC027682.1
ENSG00000259805.1	AC022558.2
ENSG00000259807.1	AC009093.1
ENSG00000259810.2	AC002519.1
ENSG00000259813.1	AC138028.3
ENSG00000259814.1	AC102941.1
ENSG00000259815.1	AC099793.1
ENSG00000259817.2	AC087565.1
ENSG00000259818.1	AL606760.3
ENSG00000259819.1	AC018767.1
ENSG00000259820.1	AC083843.2
ENSG00000259821.1	AC018845.1
ENSG00000259822.2	AC140878.1
ENSG00000259823.5	LYPD8
ENSG00000259826.1	AC072061.1
ENSG00000259827.1	AC026461.1
ENSG00000259828.1	AL355596.1
ENSG00000259831.1	LINC00567
ENSG00000259832.1	CYP4A26P
ENSG00000259833.5	AC138625.2
ENSG00000259834.1	AL365361.1
ENSG00000259836.1	AGGF1P6
ENSG00000259837.1	LINC01904
ENSG00000259838.1	ELOCP2
ENSG00000259839.1	AC007614.1
ENSG00000259840.1	Z97653.1
ENSG00000259841.6	LINC01566
ENSG00000259842.2	IGHV3OR16-16
ENSG00000259843.2	AC007610.1
ENSG00000259844.2	AC018555.1
ENSG00000259845.1	HERC2P10
ENSG00000259846.1	AC092131.1
ENSG00000259847.1	LINC02126
ENSG00000259848.8	AC097374.1
ENSG00000259849.1	VENTXP1
ENSG00000259852.2	IGHV1OR16-2
ENSG00000259854.1	AP005233.1
ENSG00000259855.1	AC007749.1
ENSG00000259856.1	RAB43P1
ENSG00000259861.1	AC010266.1
ENSG00000259862.1	AC026336.2
ENSG00000259863.1	SH3RF3-AS1
ENSG00000259864.1	AC018846.1
ENSG00000259865.1	AL390728.6
ENSG00000259866.1	AC007599.1
ENSG00000259867.5	AC105411.1
ENSG00000259868.2	AL163952.1
ENSG00000259869.1	AL022344.2
ENSG00000259870.1	AC024651.2
ENSG00000259871.1	AC130456.1
ENSG00000259873.1	AC009117.1
ENSG00000259874.1	AC034105.2
ENSG00000259876.1	AC010333.1
ENSG00000259877.2	AC009113.1
ENSG00000259878.1	AC126323.3
ENSG00000259881.1	AC092384.2
ENSG00000259882.2	AC142384.1
ENSG00000259883.1	EHD4-AS1
ENSG00000259884.1	AC025259.3
ENSG00000259887.1	AC068987.1
ENSG00000259889.1	AC093802.2
ENSG00000259890.1	DNM1P50
ENSG00000259891.1	AC107375.1
ENSG00000259892.1	AC027139.1
ENSG00000259895.1	AC106820.2
ENSG00000259897.2	FRG2JP
ENSG00000259899.1	AC010333.2
ENSG00000259900.5	AC026464.1
ENSG00000259904.1	ACTG1P15
ENSG00000259905.5	PWRN1
ENSG00000259906.1	AC120045.1
ENSG00000259907.1	AC004817.2
ENSG00000259909.1	AC100827.1
ENSG00000259910.1	AC120498.1
ENSG00000259912.1	AC023813.1
ENSG00000259914.1	AC009063.1
ENSG00000259915.2	AC017071.1
ENSG00000259916.1	AL845331.2
ENSG00000259917.1	HNRNPLP2
ENSG00000259918.1	NDUFA5P11
ENSG00000259920.1	AC007938.1
ENSG00000259921.1	AC022819.1
ENSG00000259922.1	AC023825.1
ENSG00000259923.1	AC026461.2
ENSG00000259924.1	AC011939.1
ENSG00000259925.1	AC130456.2
ENSG00000259926.1	AC007342.1
ENSG00000259928.1	AC011840.2
ENSG00000259929.5	AC010601.1
ENSG00000259931.2	AC105036.1
ENSG00000259932.1	AC051619.7
ENSG00000259933.6	AC009065.2
ENSG00000259934.1	AC142086.2
ENSG00000259935.1	AC009754.1
