cell_type	sample	score	type
Monocyte	BS_JAEM78XS	0	stranded
Neutrophil	BS_JAEM78XS	0	stranded
NK cell	BS_JAEM78XS	0.0010024133689798679	stranded
T cell CD4+ (non-regulatory)	BS_JAEM78XS	0.013336252094256606	stranded
T cell CD8+	BS_JAEM78XS	0	stranded
T cell regulatory (Tregs)	BS_JAEM78XS	9.298244416579488e-4	stranded
Myeloid dendritic cell	BS_JAEM78XS	0.015817504445341232	stranded
uncharacterized cell	BS_JAEM78XS	0.9517970066415768	stranded
B cell	BS_M7HCF7DW	0.0048757075352156044	stranded
Macrophage M1	BS_M7HCF7DW	0.00411697057989468	stranded
Macrophage M2	BS_M7HCF7DW	0.004523036781663005	stranded
Monocyte	BS_M7HCF7DW	0.06326961007622856	stranded
Neutrophil	BS_M7HCF7DW	0	stranded
NK cell	BS_M7HCF7DW	0.01307587409604658	stranded
T cell CD4+ (non-regulatory)	BS_M7HCF7DW	0	stranded
T cell CD8+	BS_M7HCF7DW	0	stranded
T cell regulatory (Tregs)	BS_M7HCF7DW	0	stranded
Myeloid dendritic cell	BS_M7HCF7DW	0	stranded
uncharacterized cell	BS_M7HCF7DW	0.9101388009309516	stranded
B cell	BS_KPT2WPHW	0.018438838985954685	stranded
Macrophage M1	BS_KPT2WPHW	0	stranded
Macrophage M2	BS_KPT2WPHW	0	stranded
Monocyte	BS_KPT2WPHW	0.05981454463668971	stranded
Neutrophil	BS_KPT2WPHW	0	stranded
NK cell	BS_KPT2WPHW	0.03195499920115634	stranded
T cell CD4+ (non-regulatory)	BS_KPT2WPHW	0	stranded
T cell CD8+	BS_KPT2WPHW	0	stranded
T cell regulatory (Tregs)	BS_KPT2WPHW	0	stranded
Myeloid dendritic cell	BS_KPT2WPHW	0.004059132091042265	stranded
uncharacterized cell	BS_KPT2WPHW	0.885732485085157	stranded
B cell	BS_KVV7001W	0.009003634631810154	stranded
Macrophage M1	BS_KVV7001W	0.015475049914493692	stranded
Macrophage M2	BS_KVV7001W	0.017963346794978255	stranded
Monocyte	BS_KVV7001W	0	stranded
Neutrophil	BS_KVV7001W	0	stranded
NK cell	BS_KVV7001W	0.01201097977823749	stranded
T cell CD4+ (non-regulatory)	BS_KVV7001W	0	stranded
T cell CD8+	BS_KVV7001W	0	stranded
T cell regulatory (Tregs)	BS_KVV7001W	0	stranded
Myeloid dendritic cell	BS_KVV7001W	0.058286581571232884	stranded
uncharacterized cell	BS_KVV7001W	0.8872604073092475	stranded
B cell	BS_JCPKYHKY	0.007062926269581655	stranded
Macrophage M1	BS_JCPKYHKY	0.00443014175994167	stranded
Macrophage M2	BS_JCPKYHKY	0.010255949628092276	stranded
Monocyte	BS_JCPKYHKY	0	stranded
Neutrophil	BS_JCPKYHKY	0.009103927072734682	stranded
NK cell	BS_JCPKYHKY	0.005817748159968859	stranded
T cell CD4+ (non-regulatory)	BS_JCPKYHKY	0	stranded
T cell CD8+	BS_JCPKYHKY	0	stranded
T cell regulatory (Tregs)	BS_JCPKYHKY	0.0035124707916444195	stranded
Myeloid dendritic cell	BS_JCPKYHKY	0.01149268114348548	stranded
uncharacterized cell	BS_JCPKYHKY	0.9483241551745509	stranded
B cell	BS_M85CXHDV	0.0068774127306153515	stranded
Macrophage M1	BS_M85CXHDV	0.007664587097908543	stranded
Macrophage M2	BS_M85CXHDV	0.01732055682361779	stranded
Monocyte	BS_M85CXHDV	0.009087359149756192	stranded
Neutrophil	BS_M85CXHDV	0	stranded
NK cell	BS_M85CXHDV	0.00923080306467203	stranded
T cell CD4+ (non-regulatory)	BS_M85CXHDV	0	stranded
T cell CD8+	BS_M85CXHDV	0	stranded
T cell regulatory (Tregs)	BS_M85CXHDV	5.286539810779882e-4	stranded
Myeloid dendritic cell	BS_M85CXHDV	0.017643555607156542	stranded
uncharacterized cell	BS_M85CXHDV	0.9316470715451957	stranded
B cell	BS_JFEZA9KE	0.0017157399721946702	stranded
Macrophage M1	BS_JFEZA9KE	0	stranded
Macrophage M2	BS_JFEZA9KE	0.002758820613315203	stranded
Monocyte	BS_JFEZA9KE	0.007584621480330079	stranded
Neutrophil	BS_JFEZA9KE	0	stranded
NK cell	BS_JFEZA9KE	0.006131329194796062	stranded
T cell CD4+ (non-regulatory)	BS_JFEZA9KE	0.005679249226851809	stranded
T cell CD8+	BS_JFEZA9KE	0	stranded
T cell regulatory (Tregs)	BS_JFEZA9KE	2.1634611761670201e-4	stranded
Myeloid dendritic cell	BS_JFEZA9KE	0.010492129122635625	stranded
uncharacterized cell	BS_JFEZA9KE	0.9654217642722598	stranded
B cell	BS_JFR750KD	0.008397096679612021	stranded
Macrophage M1	BS_JFR750KD	0.0047782535547848245	stranded
Macrophage M2	BS_JFR750KD	0.0022692883164573954	stranded
Monocyte	BS_JFR750KD	0.01612622379952417	stranded
Neutrophil	BS_JFR750KD	0	stranded
NK cell	BS_JFR750KD	0.020932635477005353	stranded
T cell CD4+ (non-regulatory)	BS_JFR750KD	0	stranded
T cell CD8+	BS_JFR750KD	0	stranded
T cell regulatory (Tregs)	BS_JFR750KD	3.824930522768918e-5	stranded
Myeloid dendritic cell	BS_JFR750KD	0.031580690249834426	stranded
uncharacterized cell	BS_JFR750KD	0.915877562617554	stranded
B cell	BS_JG9JZTA9	0.004666561175913445	stranded
Macrophage M1	BS_JG9JZTA9	0.006118630743784041	stranded
Macrophage M2	BS_JG9JZTA9	0.021792473387950165	stranded
Monocyte	BS_JG9JZTA9	0	stranded
Neutrophil	BS_JG9JZTA9	0.013184534472491566	stranded
NK cell	BS_JG9JZTA9	0.0037176752520144897	stranded
T cell CD4+ (non-regulatory)	BS_JG9JZTA9	0	stranded
T cell CD8+	BS_JG9JZTA9	0	stranded
T cell regulatory (Tregs)	BS_JG9JZTA9	0.0018981521955058944	stranded
Myeloid dendritic cell	BS_JG9JZTA9	0.011256046534386503	stranded
uncharacterized cell	BS_JG9JZTA9	0.9373659262379538	stranded
B cell	BS_M8EA6R2A	0.007300100524227041	stranded
Macrophage M1	BS_M8EA6R2A	0	stranded
Macrophage M2	BS_M8EA6R2A	0	stranded
Monocyte	BS_M8EA6R2A	0.01689770222193894	stranded
Neutrophil	BS_M8EA6R2A	0	stranded
NK cell	BS_M8EA6R2A	0.01145611052328792	stranded
T cell CD4+ (non-regulatory)	BS_M8EA6R2A	0.005630251659903536	stranded
T cell CD8+	BS_M8EA6R2A	0	stranded
T cell regulatory (Tregs)	BS_M8EA6R2A	0.0011014544367968903	stranded
Myeloid dendritic cell	BS_M8EA6R2A	0.005916046893668582	stranded
uncharacterized cell	BS_M8EA6R2A	0.9516983337401771	stranded
B cell	BS_JGPR9SR2	0.006718376817283284	stranded
Macrophage M1	BS_JGPR9SR2	0.011110254503929606	stranded
Macrophage M2	BS_JGPR9SR2	0.019810205442085584	stranded
Monocyte	BS_JGPR9SR2	0	stranded
Neutrophil	BS_JGPR9SR2	0	stranded
NK cell	BS_JGPR9SR2	0.0021754324485181485	stranded
T cell CD4+ (non-regulatory)	BS_JGPR9SR2	0.017299014803281113	stranded
T cell CD8+	BS_JGPR9SR2	0	stranded
T cell regulatory (Tregs)	BS_JGPR9SR2	0.0017750325591547932	stranded
Myeloid dendritic cell	BS_JGPR9SR2	0.021267738868888154	stranded
uncharacterized cell	BS_JGPR9SR2	0.9198439445568594	stranded
B cell	BS_JH29M4KG	0.006727934905739904	stranded
Macrophage M1	BS_JH29M4KG	0.00710900218436749	stranded
Macrophage M2	BS_JH29M4KG	0.010287525365650774	stranded
Monocyte	BS_JH29M4KG	0.022256780743033652	stranded
Neutrophil	BS_JH29M4KG	0	stranded
NK cell	BS_JH29M4KG	0.01345723389656077	stranded
T cell CD4+ (non-regulatory)	BS_JH29M4KG	0	stranded
T cell CD8+	BS_JH29M4KG	0	stranded
T cell regulatory (Tregs)	BS_JH29M4KG	0	stranded
Myeloid dendritic cell	BS_JH29M4KG	0.03290447999756776	stranded
uncharacterized cell	BS_JH29M4KG	0.9072570429070796	stranded
B cell	BS_JHGW42S6	0.007531762935903232	stranded
Macrophage M1	BS_JHGW42S6	0.004165711136210288	stranded
Macrophage M2	BS_JHGW42S6	0.008209600874768784	stranded
Monocyte	BS_JHGW42S6	0.023091468027325576	stranded
Neutrophil	BS_JHGW42S6	0	stranded
NK cell	BS_JHGW42S6	0.01882943062564514	stranded
T cell CD4+ (non-regulatory)	BS_JHGW42S6	0	stranded
T cell CD8+	BS_JHGW42S6	0	stranded
T cell regulatory (Tregs)	BS_JHGW42S6	0	stranded
Myeloid dendritic cell	BS_JHGW42S6	0.0015850142656871154	stranded
uncharacterized cell	BS_JHGW42S6	0.9365870121344598	stranded
B cell	BS_JK0VPG1T	0	stranded
Macrophage M1	BS_JK0VPG1T	0	stranded
Macrophage M2	BS_JK0VPG1T	0	stranded
Monocyte	BS_JK0VPG1T	0.06539839649233918	stranded
Neutrophil	BS_JK0VPG1T	0.0329632274765869	stranded
NK cell	BS_JK0VPG1T	0.04892102782813978	stranded
T cell CD4+ (non-regulatory)	BS_JK0VPG1T	0.04682922765702478	stranded
T cell CD8+	BS_JK0VPG1T	0	stranded
T cell regulatory (Tregs)	BS_JK0VPG1T	0.009650304506620626	stranded
Myeloid dendritic cell	BS_JK0VPG1T	0.027273553136601666	stranded
uncharacterized cell	BS_JK0VPG1T	0.768964262902687	stranded
B cell	BS_JKXA3FQC	0.008159774277276727	stranded
Macrophage M1	BS_JKXA3FQC	4.752872403345433e-4	stranded
Macrophage M2	BS_JKXA3FQC	0.0052137248883969934	stranded
Monocyte	BS_JKXA3FQC	0.029540007685300834	stranded
Neutrophil	BS_JKXA3FQC	0	stranded
NK cell	BS_JKXA3FQC	0.01675121910534799	stranded
T cell CD4+ (non-regulatory)	BS_JKXA3FQC	0	stranded
T cell CD8+	BS_JKXA3FQC	0	stranded
T cell regulatory (Tregs)	BS_JKXA3FQC	0	stranded
Myeloid dendritic cell	BS_JKXA3FQC	0.010061796847069386	stranded
uncharacterized cell	BS_JKXA3FQC	0.9297981899562735	stranded
B cell	BS_JMHG7GCN	0.013214803901018693	stranded
Macrophage M1	BS_JMHG7GCN	0.005017136333091281	stranded
Macrophage M2	BS_JMHG7GCN	0.009360014314728606	stranded
Monocyte	BS_JMHG7GCN	0.033237529420799945	stranded
Neutrophil	BS_JMHG7GCN	0	stranded
NK cell	BS_JMHG7GCN	0.0167556821178939	stranded
T cell CD4+ (non-regulatory)	BS_JMHG7GCN	0	stranded
T cell CD8+	BS_JMHG7GCN	0	stranded
T cell regulatory (Tregs)	BS_JMHG7GCN	0.003118286614181096	stranded
Myeloid dendritic cell	BS_JMHG7GCN	0.017009292781589854	stranded
uncharacterized cell	BS_JMHG7GCN	0.9022872545166966	stranded
B cell	BS_MB7WN0ZB	0.009447966783258007	stranded
Macrophage M1	BS_MB7WN0ZB	2.866210978280095e-4	stranded
Macrophage M2	BS_MB7WN0ZB	0.004091881912516212	stranded
Monocyte	BS_MB7WN0ZB	0.014800183888718395	stranded
Neutrophil	BS_MB7WN0ZB	0	stranded
NK cell	BS_MB7WN0ZB	0.016323469714477335	stranded
T cell CD4+ (non-regulatory)	BS_MB7WN0ZB	0.00677268964031742	stranded
T cell CD8+	BS_MB7WN0ZB	0	stranded
T cell regulatory (Tregs)	BS_MB7WN0ZB	0.005408062350347433	stranded
Myeloid dendritic cell	BS_MB7WN0ZB	0.018591437248073026	stranded
uncharacterized cell	BS_MB7WN0ZB	0.9242776873644641	stranded
B cell	BS_MDBT7S5Z	0.005927470960063856	stranded
Macrophage M1	BS_MDBT7S5Z	0	stranded
Macrophage M2	BS_MDBT7S5Z	7.84572815924654e-4	stranded
Monocyte	BS_MDBT7S5Z	0.009158136242123475	stranded
Neutrophil	BS_MDBT7S5Z	0	stranded
NK cell	BS_MDBT7S5Z	0.018387852684587418	stranded
T cell CD4+ (non-regulatory)	BS_MDBT7S5Z	0.006573729122549822	stranded
T cell CD8+	BS_MDBT7S5Z	0	stranded
T cell regulatory (Tregs)	BS_MDBT7S5Z	0.0011035381185691862	stranded
Myeloid dendritic cell	BS_MDBT7S5Z	0.018379697727272246	stranded
uncharacterized cell	BS_MDBT7S5Z	0.9396850023289094	stranded
B cell	BS_MKM0EEN1	0.006462034733835529	stranded
Macrophage M1	BS_MKM0EEN1	7.592725813909033e-4	stranded
Macrophage M2	BS_MKM0EEN1	0.0012890226274630157	stranded
Monocyte	BS_MKM0EEN1	0.01239972734948822	stranded
Neutrophil	BS_MKM0EEN1	0	stranded
NK cell	BS_MKM0EEN1	0.00795663058763866	stranded
T cell CD4+ (non-regulatory)	BS_MKM0EEN1	0.013338305994260195	stranded
T cell CD8+	BS_MKM0EEN1	0	stranded
T cell regulatory (Tregs)	BS_MKM0EEN1	0.0023085532892163836	stranded
Myeloid dendritic cell	BS_MKM0EEN1	0.00843841832491812	stranded
uncharacterized cell	BS_MKM0EEN1	0.9470480345117889	stranded
B cell	BS_MN5XVP5A	0.012081434286820368	stranded
Macrophage M1	BS_MN5XVP5A	0	stranded
Macrophage M2	BS_MN5XVP5A	0.0023466723702370907	stranded
Monocyte	BS_MN5XVP5A	0	stranded
Neutrophil	BS_MN5XVP5A	0	stranded
NK cell	BS_MN5XVP5A	0.013348172510994849	stranded
T cell CD4+ (non-regulatory)	BS_MN5XVP5A	0.016987506143331013	stranded
T cell CD8+	BS_MN5XVP5A	0	stranded
T cell regulatory (Tregs)	BS_MN5XVP5A	0.002739015891948605	stranded
Myeloid dendritic cell	BS_MN5XVP5A	0.02666356793046991	stranded
uncharacterized cell	BS_MN5XVP5A	0.9258336308661982	stranded
B cell	BS_JSPR854S	0.0034624343035704473	stranded
Macrophage M1	BS_JSPR854S	0.005764120785397209	stranded
Macrophage M2	BS_JSPR854S	0.004402880648869844	stranded
Monocyte	BS_JSPR854S	0	stranded
Neutrophil	BS_JSPR854S	0	stranded
NK cell	BS_JSPR854S	0.0014837070615150803	stranded
T cell CD4+ (non-regulatory)	BS_JSPR854S	0	stranded
T cell CD8+	BS_JSPR854S	0	stranded
T cell regulatory (Tregs)	BS_JSPR854S	0.004228387488044179	stranded
Myeloid dendritic cell	BS_JSPR854S	0.006040982392954885	stranded
uncharacterized cell	BS_JSPR854S	0.9746174873196483	stranded
B cell	BS_JVA2NQFF	0.007136159406051494	stranded
Macrophage M1	BS_JVA2NQFF	0.004552831385074755	stranded
Macrophage M2	BS_JVA2NQFF	0.005002855098840259	stranded
Monocyte	BS_JVA2NQFF	0.013691239858755816	stranded
Neutrophil	BS_JVA2NQFF	0	stranded
NK cell	BS_JVA2NQFF	0.01627406816367398	stranded
T cell CD4+ (non-regulatory)	BS_JVA2NQFF	0	stranded
T cell CD8+	BS_JVA2NQFF	0	stranded
T cell regulatory (Tregs)	BS_JVA2NQFF	0.0022705103899582097	stranded
Myeloid dendritic cell	BS_JVA2NQFF	0.01701729920444966	stranded
uncharacterized cell	BS_JVA2NQFF	0.9340550364931959	stranded
B cell	BS_JWCX8R17	0.003834687523111975	stranded
Macrophage M1	BS_JWCX8R17	0.005740653497783414	stranded
Macrophage M2	BS_JWCX8R17	0.012829851563374284	stranded
Monocyte	BS_JWCX8R17	0	stranded
Neutrophil	BS_JWCX8R17	0.023944106244752923	stranded
NK cell	BS_JWCX8R17	0.003593757865506152	stranded
T cell CD4+ (non-regulatory)	BS_JWCX8R17	0	stranded
T cell CD8+	BS_JWCX8R17	0	stranded
T cell regulatory (Tregs)	BS_JWCX8R17	0.003793310148758422	stranded
Myeloid dendritic cell	BS_JWCX8R17	0.0030315858816074397	stranded
uncharacterized cell	BS_JWCX8R17	0.9432320472751053	stranded
B cell	BS_JWSR581E	0.003542436801848547	stranded
Macrophage M1	BS_JWSR581E	0.002220005143443588	stranded
Macrophage M2	BS_JWSR581E	0.01535709168963635	stranded
Monocyte	BS_JWSR581E	0	stranded
Neutrophil	BS_JWSR581E	0	stranded
NK cell	BS_JWSR581E	0.009135798141659216	stranded
T cell CD4+ (non-regulatory)	BS_JWSR581E	0	stranded
T cell CD8+	BS_JWSR581E	0	stranded
T cell regulatory (Tregs)	BS_JWSR581E	0.0014982682914818067	stranded
Myeloid dendritic cell	BS_JWSR581E	0.07781251858033217	stranded
uncharacterized cell	BS_JWSR581E	0.8904338813515983	stranded
B cell	BS_JX449BF5	0.0014434826370045082	stranded
Macrophage M1	BS_JX449BF5	0	stranded
Macrophage M2	BS_JX449BF5	0.01603657831682572	stranded
Monocyte	BS_JX449BF5	0	stranded
Neutrophil	BS_JX449BF5	0	stranded
NK cell	BS_JX449BF5	0.01241185042041772	stranded
T cell CD4+ (non-regulatory)	BS_JX449BF5	0	stranded
T cell CD8+	BS_JX449BF5	0	stranded
T cell regulatory (Tregs)	BS_JX449BF5	0.004701938744287306	stranded
Myeloid dendritic cell	BS_JX449BF5	0.012643577678022298	stranded
uncharacterized cell	BS_JX449BF5	0.9527625722034423	stranded
B cell	BS_JX7S9MY7	0.005680350758312433	stranded
Macrophage M1	BS_JX7S9MY7	0.010856225677773562	stranded
Macrophage M2	BS_JX7S9MY7	0.007834527071404291	stranded
Monocyte	BS_JX7S9MY7	0.011192963005317877	stranded
Neutrophil	BS_JX7S9MY7	0	stranded
NK cell	BS_JX7S9MY7	0.00994509073829781	stranded
T cell CD4+ (non-regulatory)	BS_JX7S9MY7	0	stranded
T cell CD8+	BS_JX7S9MY7	0	stranded
T cell regulatory (Tregs)	BS_JX7S9MY7	0.002483618396798158	stranded
Myeloid dendritic cell	BS_JX7S9MY7	0.006178931527267622	stranded
uncharacterized cell	BS_JX7S9MY7	0.9458282928248283	stranded
B cell	BS_MWWZBQ60	0.004194771283159507	stranded
Macrophage M1	BS_MWWZBQ60	0	stranded
Macrophage M2	BS_MWWZBQ60	0.003463606389817769	stranded
Monocyte	BS_MWWZBQ60	0.024605335655867856	stranded
Neutrophil	BS_MWWZBQ60	0	stranded
NK cell	BS_MWWZBQ60	0.01390423802103168	stranded
T cell CD4+ (non-regulatory)	BS_MWWZBQ60	0.013075340897275002	stranded
T cell CD8+	BS_MWWZBQ60	0	stranded
T cell regulatory (Tregs)	BS_MWWZBQ60	0.0011213008185493403	stranded
Myeloid dendritic cell	BS_MWWZBQ60	0.012931888758379346	stranded
uncharacterized cell	BS_MWWZBQ60	0.9267035181759196	stranded
B cell	BS_YK6VQ9SJ	0.009736896293086923	stranded
Macrophage M1	BS_YK6VQ9SJ	3.1757620954191905e-4	stranded
Macrophage M2	BS_YK6VQ9SJ	3.19829397080144e-4	stranded
Monocyte	BS_YK6VQ9SJ	0.0079786014847107	stranded
Neutrophil	BS_YK6VQ9SJ	0	stranded
NK cell	BS_YK6VQ9SJ	0.01883510821005902	stranded
T cell CD4+ (non-regulatory)	BS_YK6VQ9SJ	0	stranded
T cell CD8+	BS_YK6VQ9SJ	0	stranded
T cell regulatory (Tregs)	BS_YK6VQ9SJ	0.0041102682389431685	stranded
Myeloid dendritic cell	BS_YK6VQ9SJ	0.021288583100579905	stranded
uncharacterized cell	BS_YK6VQ9SJ	0.9374131370659982	stranded
B cell	BS_M4NVX721	0.00833793226250989	stranded
Macrophage M1	BS_M4NVX721	1.6889473842702528e-4	stranded
Macrophage M2	BS_M4NVX721	7.358736090819877e-4	stranded
Monocyte	BS_M4NVX721	0.03778020811976156	stranded
Neutrophil	BS_M4NVX721	0	stranded
NK cell	BS_M4NVX721	0.018467996869957717	stranded
T cell CD4+ (non-regulatory)	BS_M4NVX721	0	stranded
T cell CD8+	BS_M4NVX721	0	stranded
T cell regulatory (Tregs)	BS_M4NVX721	0	stranded
Myeloid dendritic cell	BS_M4NVX721	0.03260865016012159	stranded
uncharacterized cell	BS_M4NVX721	0.9019004442401403	stranded
B cell	BS_MX23ZY0Y	0.0071916655201933926	stranded
Macrophage M1	BS_MX23ZY0Y	0	stranded
Macrophage M2	BS_MX23ZY0Y	0	stranded
Monocyte	BS_MX23ZY0Y	0.02072034396216945	stranded
Neutrophil	BS_MX23ZY0Y	0	stranded
NK cell	BS_MX23ZY0Y	0.01918295748149136	stranded
T cell CD4+ (non-regulatory)	BS_MX23ZY0Y	0.0112947680840467	stranded
T cell CD8+	BS_MX23ZY0Y	0	stranded
T cell regulatory (Tregs)	BS_MX23ZY0Y	0.0029354470335644844	stranded
Myeloid dendritic cell	BS_MX23ZY0Y	0.02044971580636971	stranded
uncharacterized cell	BS_MX23ZY0Y	0.9182251021121649	stranded
B cell	BS_K25F4J3V	0.005315573474891052	stranded
Macrophage M1	BS_K25F4J3V	0	stranded
Macrophage M2	BS_K25F4J3V	0	stranded
Monocyte	BS_K25F4J3V	0.01217484538336849	stranded
Neutrophil	BS_K25F4J3V	0	stranded
NK cell	BS_K25F4J3V	0.009057673861215216	stranded
T cell CD4+ (non-regulatory)	BS_K25F4J3V	0.011615187566682528	stranded
T cell CD8+	BS_K25F4J3V	0	stranded
T cell regulatory (Tregs)	BS_K25F4J3V	0.001469851334797667	stranded
Myeloid dendritic cell	BS_K25F4J3V	0.004269976578439661	stranded
uncharacterized cell	BS_K25F4J3V	0.9560968918006054	stranded
B cell	BS_K2FHZGTK	0.00478710835921637	stranded
Macrophage M1	BS_K2FHZGTK	0.002586838006812438	stranded
Macrophage M2	BS_K2FHZGTK	0.007197430810412362	stranded
Monocyte	BS_K2FHZGTK	0.004170163368897792	stranded
Neutrophil	BS_K2FHZGTK	0	stranded
NK cell	BS_K2FHZGTK	0.005842867847844002	stranded
T cell CD4+ (non-regulatory)	BS_K2FHZGTK	0.011430514708925948	stranded
T cell CD8+	BS_K2FHZGTK	0	stranded
T cell regulatory (Tregs)	BS_K2FHZGTK	0.0012793282873531106	stranded
Myeloid dendritic cell	BS_K2FHZGTK	0.009059126515572937	stranded
uncharacterized cell	BS_K2FHZGTK	0.953646622094965	stranded
B cell	BS_K2VYFVKZ	0.0076992025332650255	stranded
Macrophage M1	BS_K2VYFVKZ	0.0021903633652711084	stranded
Macrophage M2	BS_K2VYFVKZ	0.012452329549557361	stranded
Monocyte	BS_K2VYFVKZ	0.012236202864649302	stranded
Neutrophil	BS_K2VYFVKZ	0	stranded
NK cell	BS_K2VYFVKZ	0.016793865899927003	stranded
T cell CD4+ (non-regulatory)	BS_K2VYFVKZ	0	stranded
T cell CD8+	BS_K2VYFVKZ	0	stranded
T cell regulatory (Tregs)	BS_K2VYFVKZ	9.056862772886047e-4	stranded
Myeloid dendritic cell	BS_K2VYFVKZ	0.03106815004995436	stranded
uncharacterized cell	BS_K2VYFVKZ	0.9166541994600873	stranded
B cell	BS_K5802F84	0.0075640023521562506	stranded
Macrophage M1	BS_K5802F84	0	stranded
Macrophage M2	BS_K5802F84	0	stranded
Monocyte	BS_K5802F84	0.030397207411546567	stranded
Neutrophil	BS_K5802F84	0	stranded
NK cell	BS_K5802F84	0.01672360579807503	stranded
T cell CD4+ (non-regulatory)	BS_K5802F84	0	stranded
T cell CD8+	BS_K5802F84	0	stranded
T cell regulatory (Tregs)	BS_K5802F84	0	stranded
Myeloid dendritic cell	BS_K5802F84	0.004852042653924417	stranded
uncharacterized cell	BS_K5802F84	0.9404631417842977	stranded
B cell	BS_K7MVS0Z7	0.009629369346016402	stranded
Macrophage M1	BS_K7MVS0Z7	0.0031191178720061125	stranded
Macrophage M2	BS_K7MVS0Z7	0.006005767021439504	stranded
Monocyte	BS_K7MVS0Z7	0.022376819826142678	stranded
Neutrophil	BS_K7MVS0Z7	0	stranded
NK cell	BS_K7MVS0Z7	0.016467618577400953	stranded
T cell CD4+ (non-regulatory)	BS_K7MVS0Z7	0	stranded
T cell CD8+	BS_K7MVS0Z7	0	stranded
T cell regulatory (Tregs)	BS_K7MVS0Z7	0.0021435664812051148	stranded
Myeloid dendritic cell	BS_K7MVS0Z7	0.026433783885578283	stranded
uncharacterized cell	BS_K7MVS0Z7	0.9138239569902109	stranded
B cell	BS_N6N147BY	0.0034488645795385823	stranded
Macrophage M1	BS_N6N147BY	0	stranded
Macrophage M2	BS_N6N147BY	1.1604490150753673e-4	stranded
Monocyte	BS_N6N147BY	0.004829240148338354	stranded
Neutrophil	BS_N6N147BY	0	stranded
NK cell	BS_N6N147BY	0.006122227512705385	stranded
T cell CD4+ (non-regulatory)	BS_N6N147BY	0.01732471134033062	stranded
T cell CD8+	BS_N6N147BY	0	stranded
T cell regulatory (Tregs)	BS_N6N147BY	9.319857150841014e-4	stranded
Myeloid dendritic cell	BS_N6N147BY	0.0024648992652465482	stranded
uncharacterized cell	BS_N6N147BY	0.9647620265372489	stranded
B cell	BS_KBT7MQ6H	0.022046805331296326	stranded
Macrophage M1	BS_KBT7MQ6H	0.0060370205592548834	stranded
Macrophage M2	BS_KBT7MQ6H	0.0073422717150187725	stranded
Monocyte	BS_KBT7MQ6H	0	stranded
Neutrophil	BS_KBT7MQ6H	0	stranded
NK cell	BS_KBT7MQ6H	0.007201254686488038	stranded
T cell CD4+ (non-regulatory)	BS_KBT7MQ6H	0	stranded
T cell CD8+	BS_KBT7MQ6H	0	stranded
T cell regulatory (Tregs)	BS_KBT7MQ6H	0	stranded
Myeloid dendritic cell	BS_KBT7MQ6H	0.014772141799553338	stranded
uncharacterized cell	BS_KBT7MQ6H	0.9426005059083886	stranded
B cell	BS_KDSTG5YY	0.010893223452676092	stranded
Macrophage M1	BS_KDSTG5YY	0	stranded
Macrophage M2	BS_KDSTG5YY	0.00205499317429286	stranded
Monocyte	BS_KDSTG5YY	0.028858863998007935	stranded
Neutrophil	BS_KDSTG5YY	0	stranded
NK cell	BS_KDSTG5YY	0.019105234530126993	stranded
T cell CD4+ (non-regulatory)	BS_KDSTG5YY	0	stranded
T cell CD8+	BS_KDSTG5YY	0	stranded
T cell regulatory (Tregs)	BS_KDSTG5YY	0	stranded
Myeloid dendritic cell	BS_KDSTG5YY	0.0044034850617139	stranded
uncharacterized cell	BS_KDSTG5YY	0.9346841997831822	stranded
B cell	BS_KE56MMY0	0.014401221160342726	stranded
Macrophage M1	BS_KE56MMY0	0.0031166141314551477	stranded
Macrophage M2	BS_KE56MMY0	0.017919711226638237	stranded
Monocyte	BS_KE56MMY0	0	stranded
Neutrophil	BS_KE56MMY0	0	stranded
NK cell	BS_KE56MMY0	0.014194788060780332	stranded
T cell CD4+ (non-regulatory)	BS_KE56MMY0	0	stranded
T cell CD8+	BS_KE56MMY0	0	stranded
T cell regulatory (Tregs)	BS_KE56MMY0	0.009671702727400557	stranded
Myeloid dendritic cell	BS_KE56MMY0	0.013798559614478739	stranded
uncharacterized cell	BS_KE56MMY0	0.9268974030789043	stranded
B cell	BS_KEA474HN	0.007655684292435284	stranded
Macrophage M1	BS_KEA474HN	0.006361647780306272	stranded
Macrophage M2	BS_KEA474HN	0.010998080060909602	stranded
Monocyte	BS_KEA474HN	0.018141174448948225	stranded
Neutrophil	BS_KEA474HN	0	stranded
NK cell	BS_KEA474HN	0.009535154633727453	stranded
T cell CD4+ (non-regulatory)	BS_KEA474HN	0	stranded
T cell CD8+	BS_KEA474HN	0	stranded
T cell regulatory (Tregs)	BS_KEA474HN	4.959444721230851e-4	stranded
Myeloid dendritic cell	BS_KEA474HN	0.017085567026299382	stranded
uncharacterized cell	BS_KEA474HN	0.9297267472852506	stranded
B cell	BS_KF0ZXDER	0.0011976719501854154	stranded
Macrophage M1	BS_KF0ZXDER	0.004754601822777875	stranded
Macrophage M2	BS_KF0ZXDER	0.013020439399895549	stranded
Monocyte	BS_KF0ZXDER	0	stranded
Neutrophil	BS_KF0ZXDER	0	stranded
NK cell	BS_KF0ZXDER	0.004502070144889751	stranded
T cell CD4+ (non-regulatory)	BS_KF0ZXDER	0.02963674245701121	stranded
T cell CD8+	BS_KF0ZXDER	0	stranded
T cell regulatory (Tregs)	BS_KF0ZXDER	0.001266610894375153	stranded
