gene_symbol	detection_peak	loss	gain	neutral
PYROXD2	Deletion Peak 10	59	60	858
QARS	Deletion Peak  2	28	35	887
QKI	Deletion Peak  7	43	61	874
QRICH1	Deletion Peak  2	28	35	887
QRICH2	Amplification Peak 23	2	66	851
QRSL1	Deletion Peak  6	43	60	873
R3HCC1L	Deletion Peak 10	59	60	858
RAB11FIP2	Deletion Peak 10	59	60	858
RAB11FIP2	Deletion Peak 11	62	63	855
RAB13	Amplification Peak  1	7	50	865
RAB15	Deletion Peak 16	36	43	881
RAB19	Amplification Peak 10	6	167	750
RAB20	Deletion Peak 15	29	35	886
RAB25	Amplification Peak  1	7	50	865
RAB32	Deletion Peak  7	43	61	874
RAB37	Amplification Peak 23	2	66	851
RAB39A	Deletion Peak 14	40	49	879
RAB3GAP2	Amplification Peak  2	14	41	875
RAB4A	Amplification Peak  2	14	41	875
RABEP1	Deletion Peak 18	57	64	858
RABGAP1L	Amplification Peak  1	7	50	865
RABL2B	Deletion Peak 22	60	66	855
RAC3	Amplification Peak 23	2	66	851
RACK1	Deletion Peak  5	25	30	893
RAD51B	Deletion Peak 16	36	43	881
RAD54L2	Deletion Peak  2	28	35	887
RAET1E	Deletion Peak  7	43	61	874
RAET1E-AS1	Deletion Peak  7	43	61	874
RAET1G	Deletion Peak  7	43	61	874
RAET1K	Deletion Peak  7	43	61	874
RAET1L	Deletion Peak  7	43	61	874
RAG1	Deletion Peak 13	40	53	876
RAG2	Deletion Peak 13	40	53	876
RANBP17	Deletion Peak  4	35	48	883
RANGRF	Deletion Peak 18	57	64	858
RAP1GAP2	Deletion Peak 18	57	64	858
RAP2A	Deletion Peak 15	29	35	886
RARS	Deletion Peak  4	35	48	883
RARS2	Deletion Peak  6	43	60	873
RASL11A	Deletion Peak 15	29	35	886
RASSF1	Deletion Peak  2	28	35	887
RASSF1-AS1	Deletion Peak  2	28	35	887
RB1	Deletion Peak 15	29	35	886
RBFOX3	Amplification Peak 23	2	66	851
RBM11	Deletion Peak 20	19	34	896
RBM15B	Deletion Peak  2	28	35	887
RBM20	Deletion Peak 10	59	60	858
RBM20	Deletion Peak 11	62	63	855
RBM25	Deletion Peak 16	36	43	881
RBM26	Deletion Peak 15	29	35	886
RBM26-AS1	Deletion Peak 15	29	35	886
RBM34	Amplification Peak  2	14	41	875
RBM5	Deletion Peak  2	28	35	887
RBM5-AS1	Deletion Peak  2	28	35	887
RBM6	Deletion Peak  2	28	35	887
RBM7	Deletion Peak 14	40	49	879
RBP4	Deletion Peak 10	59	60	858
RC3H1	Amplification Peak  1	7	50	865
RCBTB1	Deletion Peak 15	29	35	886
RCBTB2	Deletion Peak 15	29	35	886
RCOR1	Deletion Peak 16	36	43	881
RCOR3	Amplification Peak  2	14	41	875
RCSD1	Amplification Peak  1	7	50	865
RCVRN	Deletion Peak 18	57	64	858
RD3	Amplification Peak  2	14	41	875
RDH11	Deletion Peak 16	36	43	881
RDH12	Deletion Peak 16	36	43	881
RDX	Deletion Peak 14	40	49	879
RECQL5	Amplification Peak 23	2	66	851
REPS1	Deletion Peak  7	43	61	874
REV3L	Deletion Peak  6	43	60	873
REXO2	Deletion Peak 14	40	49	879
RFC3	Deletion Peak 15	29	35	886
RFLNB	Deletion Peak 18	57	64	858
RFNG	Amplification Peak 23	2	66	851
RFPL4B	Deletion Peak  6	43	60	873
RFT1	Deletion Peak  2	28	35	887
RFWD2	Amplification Peak  1	7	50	865
RFWD3	Deletion Peak 17	35	46	881
RFX6	Deletion Peak  6	43	60	873
RFXAP	Deletion Peak 15	29	35	886
RGCC	Deletion Peak 15	29	35	886
RGR	Deletion Peak 10	59	60	858
RGS10	Deletion Peak 10	59	60	858
RGS10	Deletion Peak 11	62	63	855
RGS17	Deletion Peak  7	43	61	874
RGS4	Amplification Peak  1	7	50	865
RGS5	Amplification Peak  1	7	50	865
RGS6	Deletion Peak 16	36	43	881
RGS7	Amplification Peak  2	14	41	875
RGS9	Amplification Peak 23	2	66	851
RHBDF2	Amplification Peak 23	2	66	851
RHBG	Amplification Peak  1	7	50	865
RHOA	Deletion Peak  2	28	35	887
RHOJ	Deletion Peak 16	36	43	881
RHOU	Amplification Peak  2	14	41	875
RIBC2	Deletion Peak 22	60	66	855
RILP	Deletion Peak 18	57	64	858
RIN3	Deletion Peak 16	36	43	881
RIPPLY2	Deletion Peak  6	43	60	873
RIT1	Amplification Peak  1	7	50	865
RMND1	Deletion Peak  7	43	61	874
RNA5S1	Amplification Peak  2	14	41	875
RNA5S10	Amplification Peak  2	14	41	875
RNA5S11	Amplification Peak  2	14	41	875
RNA5S12	Amplification Peak  2	14	41	875
RNA5S13	Amplification Peak  2	14	41	875
RNA5S14	Amplification Peak  2	14	41	875
RNA5S15	Amplification Peak  2	14	41	875
RNA5S16	Amplification Peak  2	14	41	875
RNA5S17	Amplification Peak  2	14	41	875
RNA5S2	Amplification Peak  2	14	41	875
RNA5S3	Amplification Peak  2	14	41	875
RNA5S4	Amplification Peak  2	14	41	875
RNA5S5	Amplification Peak  2	14	41	875
RNA5S6	Amplification Peak  2	14	41	875
RNA5S7	Amplification Peak  2	14	41	875
RNA5S9	Amplification Peak  2	14	41	875
RNASEH2B	Deletion Peak 15	29	35	886
RNASEH2B-AS1	Deletion Peak 15	29	35	886
RNASEK	Deletion Peak 18	57	64	858
RNASEK-C17orf49	Deletion Peak 18	57	64	858
RNASET2	Deletion Peak  7	43	61	874
RNF112	Amplification Peak 21	20	37	880
RNF113B	Deletion Peak 15	29	35	886
RNF123	Deletion Peak  2	28	35	887
RNF145	Deletion Peak  4	35	48	883
RNF146	Deletion Peak  6	43	60	873
RNF157	Amplification Peak 23	2	66	851
RNF157-AS1	Amplification Peak 23	2	66	851
RNF167	Deletion Peak 18	57	64	858
RNF17	Deletion Peak 15	29	35	886
RNF187	Amplification Peak  2	14	41	875
RNF213	Amplification Peak 23	2	66	851
RNF214	Deletion Peak 14	40	49	879
RNF217	Deletion Peak  6	43	60	873
RNF217-AS1	Deletion Peak  6	43	60	873
RNF219	Deletion Peak 15	29	35	886
RNF219-AS1	Deletion Peak 15	29	35	886
RNF222	Deletion Peak 18	57	64	858
RNF26	Deletion Peak 14	40	49	879
RNF6	Deletion Peak 15	29	35	886
RNGTT	Deletion Peak  6	43	60	873
RNLS	Deletion Peak 10	59	60	858
RNU12	Deletion Peak 22	60	66	855
ROBO3	Deletion Peak 14	40	49	879
ROBO4	Deletion Peak 14	40	49	879
ROS1	Deletion Peak  6	43	60	873
RPA1	Deletion Peak 18	57	64	858
RPAIN	Deletion Peak 18	57	64	858
RPARP-AS1	Deletion Peak 10	59	60	858
RPEL1	Deletion Peak 10	59	60	858
RPEL1	Deletion Peak 11	62	63	855
RPF2	Deletion Peak  6	43	60	873
RPH3AL	Deletion Peak 18	57	64	858
RPL13AP3	Deletion Peak 16	36	43	881
RPL13AP5	Deletion Peak 10	59	60	858
RPL13AP6	Deletion Peak 10	59	60	858
RPL13AP6	Deletion Peak 11	62	63	855
RPL21	Deletion Peak 10	59	60	858
RPL21	Deletion Peak 11	62	63	855
RPL21	Deletion Peak 15	29	35	886
RPL21P28	Amplification Peak  2	14	41	875
RPL23AP64	Deletion Peak 14	40	49	879
RPL23AP82	Deletion Peak 22	60	66	855
RPL26	Deletion Peak 18	57	64	858
RPL26L1	Deletion Peak  4	35	48	883
RPL29	Deletion Peak  2	28	35	887
RPL29P2	Deletion Peak 18	57	64	858
RPL31P11	Amplification Peak  1	7	50	865
RPL38	Amplification Peak 23	2	66	851
RPP14	Deletion Peak  2	28	35	887
RPP30	Deletion Peak 10	59	60	858
RPS12	Deletion Peak  7	43	61	874
RPS18P9	Deletion Peak  7	43	61	874
RPS25	Deletion Peak 14	40	49	879
RPS27	Amplification Peak  1	7	50	865
RPS6KA2	Deletion Peak  7	43	61	874
RPS6KA2-AS1	Deletion Peak  7	43	61	874
RPS6KA2-IT1	Deletion Peak  7	43	61	874
RPS6KA5	Deletion Peak 16	36	43	881
RPS6KC1	Amplification Peak  2	14	41	875
RPS6KL1	Deletion Peak 16	36	43	881
RPS7P5	Amplification Peak  2	14	41	875
RPTOR	Amplification Peak 23	2	66	851
RPUSD4	Deletion Peak 14	40	49	879
RRAGD	Deletion Peak  6	43	60	873
RRNAD1	Amplification Peak  1	7	50	865
RRP12	Deletion Peak 10	59	60	858
RRP15	Amplification Peak  2	14	41	875
RRP7A	Deletion Peak 22	60	66	855
RRP7BP	Deletion Peak 22	60	66	855
RRP9	Deletion Peak  2	28	35	887
RSPH3	Deletion Peak  7	43	61	874
RSPH4A	Deletion Peak  6	43	60	873
RSPO3	Deletion Peak  6	43	60	873
RTL1	Deletion Peak 16	36	43	881
RTN1	Deletion Peak 16	36	43	881
RTN4IP1	Deletion Peak  6	43	60	873
RTN4RL1	Deletion Peak 18	57	64	858
RTP3	Deletion Peak  2	28	35	887
RUBCNL	Deletion Peak 15	29	35	886
RUSC1	Amplification Peak  1	7	50	865
RUSC1-AS1	Amplification Peak  1	7	50	865
RWDD1	Deletion Peak  6	43	60	873
RWDD2B	Deletion Peak 20	19	34	896
RXFP2	Deletion Peak 15	29	35	886
RXFP4	Amplification Peak  1	7	50	865
RXRG	Amplification Peak  1	7	50	865
RYR2	Amplification Peak  2	14	41	875
S100A1	Amplification Peak  1	7	50	865
S100A12	Amplification Peak  1	7	50	865
S100A13	Amplification Peak  1	7	50	865
S100A14	Amplification Peak  1	7	50	865
S100A16	Amplification Peak  1	7	50	865
S100A2	Amplification Peak  1	7	50	865
S100A3	Amplification Peak  1	7	50	865
S100A4	Amplification Peak  1	7	50	865
S100A5	Amplification Peak  1	7	50	865
S100A6	Amplification Peak  1	7	50	865
S100A7	Amplification Peak  1	7	50	865
S100A7A	Amplification Peak  1	7	50	865
S100A7L2	Amplification Peak  1	7	50	865
S100A8	Amplification Peak  1	7	50	865
S100A9	Amplification Peak  1	7	50	865
SACM1L	Deletion Peak  2	28	35	887
SACS	Deletion Peak 15	29	35	886
SACS-AS1	Deletion Peak 15	29	35	886
SALRNA1	Deletion Peak 16	36	43	881
SAMD15	Deletion Peak 16	36	43	881
SAMD3	Deletion Peak  6	43	60	873
SAMD4A	Deletion Peak 16	36	43	881
SAMD5	Deletion Peak  7	43	61	874
SAMM50	Deletion Peak 22	60	66	855
SAMSN1	Deletion Peak 20	19	34	896
SAMSN1-AS1	Deletion Peak 20	19	34	896
SAP18	Deletion Peak 15	29	35	886
SAP30BP	Amplification Peak 23	2	66	851
SAP30L	Deletion Peak  4	35	48	883
SAP30L-AS1	Deletion Peak  4	35	48	883
SASH1	Deletion Peak  7	43	61	874
SAT2	Deletion Peak 18	57	64	858
SBF1	Deletion Peak 22	60	66	855
SC5D	Deletion Peak 14	40	49	879
SCAF4	Deletion Peak 20	19	34	896
SCAF8	Deletion Peak  7	43	61	874
SCAMP3	Amplification Peak  1	7	50	865
SCAP	Deletion Peak  2	28	35	887
SCARF1	Deletion Peak 18	57	64	858
SCARNA13	Deletion Peak 16	36	43	881
SCARNA16	Amplification Peak 23	2	66	851
SCARNA21	Deletion Peak 18	57	64	858
SCARNA26A	Amplification Peak  1	7	50	865
SCARNA26B	Amplification Peak  1	7	50	865
SCARNA3	Amplification Peak  1	7	50	865
SCARNA4	Amplification Peak  1	7	50	865
SCART1	Deletion Peak 11	62	63	855
SCCPDH	Amplification Peak  2	14	41	875
SCD	Deletion Peak 10	59	60	858
SCEL	Deletion Peak 15	29	35	886
SCEL-AS1	Deletion Peak 15	29	35	886
SCGB1C2	Deletion Peak 18	57	64	858
SCIMP	Deletion Peak 18	57	64	858
SCML4	Deletion Peak  6	43	60	873
SCN2B	Deletion Peak 14	40	49	879
SCN3B	Deletion Peak 14	40	49	879
SCN4B	Deletion Peak 14	40	49	879
SCO1	Deletion Peak 18	57	64	858
SCO2	Deletion Peak 22	60	66	855
SCUBE1	Deletion Peak 22	60	66	855
SCYL3	Amplification Peak  1	7	50	865
SDCCAG8	Amplification Peak  2	14	41	875
SDE2	Amplification Peak  2	14	41	875
SDHAP2	Amplification Peak  5	12	46	872
SDHC	Amplification Peak  1	7	50	865
SDHD	Deletion Peak 14	40	49	879
SDK2	Amplification Peak 23	2	66	851
SDR42E1	Deletion Peak 17	35	46	881
SEC14L1	Amplification Peak 23	2	66	851
SEC14L1P1	Deletion Peak 13	40	53	876
SEC23IP	Deletion Peak 10	59	60	858
SEC23IP	Deletion Peak 11	62	63	855
SEC31B	Deletion Peak 10	59	60	858
SEC63	Deletion Peak  6	43	60	873
SECTM1	Amplification Peak 23	2	66	851
SEL1L	Deletion Peak 16	36	43	881
SELE	Amplification Peak  1	7	50	865
SELK	Deletion Peak  2	28	35	887
SELL	Amplification Peak  1	7	50	865
SELO	Deletion Peak 22	60	66	855
SELP	Amplification Peak  1	7	50	865
SEMA3B	Deletion Peak  2	28	35	887
SEMA3B-AS1	Deletion Peak  2	28	35	887
SEMA3F	Deletion Peak  2	28	35	887
SEMA3F-AS1	Deletion Peak  2	28	35	887
SEMA3G	Deletion Peak  2	28	35	887
SEMA4A	Amplification Peak  1	7	50	865
SEMA4G	Deletion Peak 10	59	60	858
SENP3	Deletion Peak 18	57	64	858
SENP3-EIF4A1	Deletion Peak 18	57	64	858
SEPT9	Amplification Peak 23	2	66	851
SERAC1	Deletion Peak  7	43	61	874
SERHL	Deletion Peak 22	60	66	855
SERHL2	Deletion Peak 22	60	66	855
SERINC1	Deletion Peak  6	43	60	873
SERP2	Deletion Peak 15	29	35	886
SERPINA1	Deletion Peak 16	36	43	881
SERPINA10	Deletion Peak 16	36	43	881
SERPINA11	Deletion Peak 16	36	43	881
SERPINA12	Deletion Peak 16	36	43	881
SERPINA13P	Deletion Peak 16	36	43	881
SERPINA2	Deletion Peak 16	36	43	881
SERPINA3	Deletion Peak 16	36	43	881
SERPINA4	Deletion Peak 16	36	43	881
SERPINA5	Deletion Peak 16	36	43	881
SERPINA6	Deletion Peak 16	36	43	881
SERPINA9	Deletion Peak 16	36	43	881
SERPINC1	Amplification Peak  1	7	50	865
SERPINE3	Deletion Peak 15	29	35	886
SERPINF1	Deletion Peak 18	57	64	858
SERPINF2	Deletion Peak 18	57	64	858
SERTAD4	Amplification Peak  2	14	41	875
SERTAD4-AS1	Amplification Peak  2	14	41	875
SERTM1	Deletion Peak 15	29	35	886
SESN1	Deletion Peak  6	43	60	873
SETD2	Deletion Peak  2	28	35	887
SETD3	Deletion Peak 16	36	43	881
SETDB2	Deletion Peak 15	29	35	886
SETDB2-PHF11	Deletion Peak 15	29	35	886
SF3B5	Deletion Peak  7	43	61	874
SFMBT1	Deletion Peak  2	28	35	887
SFR1	Deletion Peak 10	59	60	858
SFR1	Deletion Peak 11	62	63	855
SFRP5	Deletion Peak 10	59	60	858
SFT2D1	Deletion Peak  7	43	61	874
SFT2D2	Amplification Peak  1	7	50	865
SFTPD	Deletion Peak 10	59	60	858
SFXN1	Deletion Peak  4	35	48	883
SFXN2	Deletion Peak 10	59	60	858
SFXN2	Deletion Peak 11	62	63	855
SFXN3	Deletion Peak 10	59	60	858
SFXN4	Deletion Peak 10	59	60	858
SFXN4	Deletion Peak 11	62	63	855
SGCD	Deletion Peak  4	35	48	883
SGCG	Deletion Peak 15	29	35	886
SGK1	Deletion Peak  7	43	61	874
SGPP1	Deletion Peak 16	36	43	881
SGSH	Amplification Peak 23	2	66	851
SGSM2	Deletion Peak 18	57	64	858
SH2D1B	Amplification Peak  1	7	50	865
SH2D2A	Amplification Peak  1	7	50	865
SH2D4B	Deletion Peak 10	59	60	858
SH3BP5L	Amplification Peak  2	14	41	875
SH3PXD2A	Deletion Peak 10	59	60	858
SH3PXD2A	Deletion Peak 11	62	63	855
SH3PXD2A-AS1	Deletion Peak 10	59	60	858
SH3PXD2A-AS1	Deletion Peak 11	62	63	855
SH3PXD2B	Deletion Peak  4	35	48	883
SHANK2	Amplification Peak 17	17	22	897
SHANK2-AS1	Amplification Peak 17	17	22	897
SHANK2-AS3	Amplification Peak 17	17	22	897
SHANK3	Deletion Peak 22	60	66	855
SHBG	Deletion Peak 18	57	64	858
SHC1	Amplification Peak  1	7	50	865
SHE	Amplification Peak  1	7	50	865
SHISA2	Deletion Peak 15	29	35	886
SHISA5	Deletion Peak  2	28	35	887
SHISA6	Deletion Peak 18	57	64	858
SHOC2	Deletion Peak 10	59	60	858
SHOC2	Deletion Peak 11	62	63	855
SHPK	Deletion Peak 18	57	64	858
SHPRH	Deletion Peak  7	43	61	874
SHTN1	Deletion Peak 10	59	60	858
SHTN1	Deletion Peak 11	62	63	855
SIAE	Deletion Peak 14	40	49	879
SIAH3	Deletion Peak 15	29	35	886
SIDT2	Deletion Peak 14	40	49	879
SIK2	Deletion Peak 14	40	49	879
SIK3	Deletion Peak 14	40	49	879
SIM1	Deletion Peak  6	43	60	873
SIPA1L1	Deletion Peak 16	36	43	881
SIPA1L2	Amplification Peak  2	14	41	875
SIRT7	Amplification Peak 23	2	66	851
SIX1	Deletion Peak 16	36	43	881
SIX4	Deletion Peak 16	36	43	881
SIX6	Deletion Peak 16	36	43	881
SKA3	Deletion Peak 15	29	35	886
SLAIN1	Deletion Peak 15	29	35	886
SLAMF1	Amplification Peak  1	7	50	865
SLAMF6	Amplification Peak  1	7	50	865
SLAMF7	Amplification Peak  1	7	50	865
SLAMF8	Amplification Peak  1	7	50	865
SLAMF9	Amplification Peak  1	7	50	865
SLC10A1	Deletion Peak 16	36	43	881
SLC10A2	Deletion Peak 15	29	35	886
SLC13A5	Deletion Peak 18	57	64	858
SLC15A1	Deletion Peak 15	29	35	886
SLC16A10	Deletion Peak  6	43	60	873
SLC16A11	Deletion Peak 18	57	64	858
SLC16A12	Deletion Peak 10	59	60	858
SLC16A12-AS1	Deletion Peak 10	59	60	858
SLC16A13	Deletion Peak 18	57	64	858
SLC16A3	Amplification Peak 23	2	66	851
SLC16A5	Amplification Peak 23	2	66	851
SLC16A6	Amplification Peak 23	2	66	851
SLC18A2	Deletion Peak 10	59	60	858
SLC18A2	Deletion Peak 11	62	63	855
SLC18B1	Deletion Peak  7	43	61	874
SLC19A2	Amplification Peak  1	7	50	865
SLC22A1	Deletion Peak  7	43	61	874
SLC22A16	Deletion Peak  6	43	60	873
SLC22A2	Deletion Peak  7	43	61	874
SLC22A3	Deletion Peak  7	43	61	874
SLC24A4	Deletion Peak 16	36	43	881
SLC25A10	Amplification Peak 23	2	66	851
SLC25A11	Deletion Peak 18	57	64	858
SLC25A15	Deletion Peak 15	29	35	886
SLC25A19	Amplification Peak 23	2	66	851
SLC25A20	Deletion Peak  2	28	35	887
SLC25A28	Deletion Peak 10	59	60	858
SLC25A29	Deletion Peak 16	36	43	881
SLC25A30	Deletion Peak 15	29	35	886
SLC25A30-AS1	Deletion Peak 15	29	35	886
SLC25A35	Deletion Peak 18	57	64	858
SLC25A44	Amplification Peak  1	7	50	865
SLC25A47	Deletion Peak 16	36	43	881
SLC26A11	Amplification Peak 23	2	66	851
SLC26A6	Deletion Peak  2	28	35	887
SLC27A3	Amplification Peak  1	7	50	865
SLC2A12	Deletion Peak  7	43	61	874
SLC2A4	Deletion Peak 18	57	64	858
SLC30A1	Amplification Peak  2	14	41	875
SLC30A10	Amplification Peak  2	14	41	875
SLC35A1	Deletion Peak  6	43	60	873
SLC35C1	Deletion Peak 13	40	53	876
SLC35D3	Deletion Peak  7	43	61	874
SLC35F1	Deletion Peak  6	43	60	873
SLC35F2	Deletion Peak 14	40	49	879
SLC35F3	Amplification Peak  2	14	41	875
SLC35F4	Deletion Peak 16	36	43	881
SLC35G1	Deletion Peak 10	59	60	858
SLC35G6	Deletion Peak 18	57	64	858
SLC36A1	Deletion Peak  4	35	48	883
SLC36A2	Deletion Peak  4	35	48	883
SLC36A3	Deletion Peak  4	35	48	883
SLC37A2	Deletion Peak 14	40	49	879
SLC37A3	Amplification Peak 10	6	167	750
SLC37A4	Deletion Peak 14	40	49	879
SLC38A10	Amplification Peak 23	2	66	851
SLC38A3	Deletion Peak  2	28	35	887
SLC38A6	Deletion Peak 16	36	43	881
SLC38A8	Deletion Peak 17	35	46	881
SLC39A1	Amplification Peak  1	7	50	865
SLC39A11	Amplification Peak 23	2	66	851
SLC39A9	Deletion Peak 16	36	43	881
SLC43A2	Deletion Peak 18	57	64	858
SLC46A3	Deletion Peak 15	29	35	886
SLC47A1	Amplification Peak 21	20	37	880
SLC47A2	Amplification Peak 21	20	37	880
SLC50A1	Amplification Peak  1	7	50	865
SLC52A1	Deletion Peak 18	57	64	858
SLC6A20	Deletion Peak  2	28	35	887
SLC7A1	Deletion Peak 15	29	35	886
SLC7A5	Deletion Peak 17	35	46	881
SLC8A3	Deletion Peak 16	36	43	881
SLC9A3R1	Amplification Peak 23	2	66	851
SLC9C2	Amplification Peak  1	7	50	865
SLF2	Deletion Peak 10	59	60	858
SLIRP	Deletion Peak 16	36	43	881
SLIT1	Deletion Peak 10	59	60	858
SLIT1-AS1	Deletion Peak 10	59	60	858
SLIT3	Deletion Peak  4	35	48	883
SLITRK1	Deletion Peak 15	29	35	886
SLITRK5	Deletion Peak 15	29	35	886
SLITRK6	Deletion Peak 15	29	35	886
SLK	Deletion Peak 10	59	60	858
SLK	Deletion Peak 11	62	63	855
SLMAP	Deletion Peak  2	28	35	887
SLN	Deletion Peak 14	40	49	879
SLU7	Deletion Peak  4	35	48	883
SMAD9	Deletion Peak 15	29	35	886
SMARCC1	Deletion Peak  2	28	35	887
SMC1B	Deletion Peak 22	60	66	855
SMC3	Deletion Peak 10	59	60	858
SMC3	Deletion Peak 11	62	63	855
SMCP	Amplification Peak  1	7	50	865
SMG5	Amplification Peak  1	7	50	865
SMG6	Deletion Peak 18	57	64	858
SMIM2	Deletion Peak 15	29	35	886
SMIM2-AS1	Deletion Peak 15	29	35	886
SMIM2-IT1	Deletion Peak 15	29	35	886
SMIM23	Deletion Peak  4	35	48	883
SMIM4	Deletion Peak  2	28	35	887
SMIM5	Amplification Peak 23	2	66	851
SMIM6	Amplification Peak 23	2	66	851
SMIM8	Deletion Peak  6	43	60	873
SMLR1	Deletion Peak  6	43	60	873
SMNDC1	Deletion Peak 10	59	60	858
SMNDC1	Deletion Peak 11	62	63	855
SMOC1	Deletion Peak 16	36	43	881
SMOC2	Deletion Peak  7	43	61	874
SMPD2	Deletion Peak  6	43	60	873
SMPDL3A	Deletion Peak  6	43	60	873
SMTNL2	Deletion Peak 18	57	64	858
SMYD2	Amplification Peak  2	14	41	875
SMYD3	Amplification Peak  2	14	41	875
SMYD4	Deletion Peak 18	57	64	858
SNAP47	Amplification Peak  2	14	41	875
SNAPC1	Deletion Peak 16	36	43	881
SNAPIN	Amplification Peak  1	7	50	865
SNCG	Deletion Peak 10	59	60	858
SNHG10	Deletion Peak 16	36	43	881
SNHG16	Amplification Peak 23	2	66	851
SNHG20	Amplification Peak 23	2	66	851
SNHG24	Deletion Peak 16	36	43	881
SNHG5	Deletion Peak  6	43	60	873
SNORA100	Amplification Peak  2	14	41	875
SNORA103	Amplification Peak  1	7	50	865
SNORA107	Deletion Peak 15	29	35	886
SNORA11B	Deletion Peak 16	36	43	881
SNORA12	Deletion Peak 10	59	60	858
SNORA14B	Amplification Peak  2	14	41	875
SNORA16B	Amplification Peak  2	14	41	875
SNORA19	Deletion Peak 10	59	60	858
SNORA19	Deletion Peak 11	62	63	855
SNORA20	Deletion Peak  7	43	61	874
SNORA27	Deletion Peak 15	29	35	886
SNORA29	Deletion Peak  7	43	61	874
SNORA31	Deletion Peak 15	29	35	886
SNORA33	Deletion Peak  7	43	61	874
SNORA36B	Amplification Peak  2	14	41	875
SNORA38B	Amplification Peak 23	2	66	851
SNORA48	Deletion Peak 18	57	64	858
SNORA59A	Amplification Peak 21	20	37	880
SNORA67	Deletion Peak 18	57	64	858
SNORA74B	Deletion Peak  4	35	48	883
SNORA79	Deletion Peak 16	36	43	881
SNORA80A	Deletion Peak 20	19	34	896
SNORA80E	Amplification Peak  1	7	50	865
SNORA87	Deletion Peak 10	59	60	858
SNORA87	Deletion Peak 11	62	63	855
SNORA94	Deletion Peak  2	28	35	887
SNORA98	Deletion Peak  7	43	61	874
SNORD10	Deletion Peak 18	57	64	858
SNORD100	Deletion Peak  7	43	61	874
SNORD101	Deletion Peak  7	43	61	874
SNORD102	Deletion Peak 15	29	35	886
SNORD112	Deletion Peak 16	36	43	881
SNORD113-1	Deletion Peak 16	36	43	881
SNORD113-2	Deletion Peak 16	36	43	881
SNORD113-3	Deletion Peak 16	36	43	881
SNORD113-4	Deletion Peak 16	36	43	881
SNORD113-5	Deletion Peak 16	36	43	881
SNORD113-6	Deletion Peak 16	36	43	881
SNORD113-7	Deletion Peak 16	36	43	881
SNORD113-8	Deletion Peak 16	36	43	881
SNORD113-9	Deletion Peak 16	36	43	881
SNORD114-1	Deletion Peak 16	36	43	881
SNORD114-10	Deletion Peak 16	36	43	881
SNORD114-11	Deletion Peak 16	36	43	881
SNORD114-12	Deletion Peak 16	36	43	881
SNORD114-13	Deletion Peak 16	36	43	881
SNORD114-14	Deletion Peak 16	36	43	881
SNORD114-15	Deletion Peak 16	36	43	881
SNORD114-16	Deletion Peak 16	36	43	881
SNORD114-17	Deletion Peak 16	36	43	881
SNORD114-18	Deletion Peak 16	36	43	881
SNORD114-19	Deletion Peak 16	36	43	881
SNORD114-2	Deletion Peak 16	36	43	881
SNORD114-20	Deletion Peak 16	36	43	881
SNORD114-21	Deletion Peak 16	36	43	881
SNORD114-22	Deletion Peak 16	36	43	881
SNORD114-23	Deletion Peak 16	36	43	881
SNORD114-24	Deletion Peak 16	36	43	881
SNORD114-25	Deletion Peak 16	36	43	881
SNORD114-26	Deletion Peak 16	36	43	881
SNORD114-27	Deletion Peak 16	36	43	881
SNORD114-28	Deletion Peak 16	36	43	881
SNORD114-29	Deletion Peak 16	36	43	881
SNORD114-3	Deletion Peak 16	36	43	881
SNORD114-30	Deletion Peak 16	36	43	881
SNORD114-31	Deletion Peak 16	36	43	881
SNORD114-4	Deletion Peak 16	36	43	881
SNORD114-5	Deletion Peak 16	36	43	881
SNORD114-6	Deletion Peak 16	36	43	881
SNORD114-7	Deletion Peak 16	36	43	881
SNORD114-8	Deletion Peak 16	36	43	881
SNORD114-9	Deletion Peak 16	36	43	881
SNORD118	Deletion Peak 18	57	64	858
SNORD134	Amplification Peak 23	2	66	851
SNORD136	Deletion Peak  2	28	35	887
SNORD14C	Deletion Peak 14	40	49	879
SNORD14D	Deletion Peak 14	40	49	879
SNORD14E	Deletion Peak 14	40	49	879
SNORD19	Deletion Peak  2	28	35	887
SNORD19B	Deletion Peak  2	28	35	887
SNORD1A	Amplification Peak 23	2	66	851
SNORD1B	Amplification Peak 23	2	66	851
SNORD1C	Amplification Peak 23	2	66	851
SNORD44	Amplification Peak  1	7	50	865
SNORD47	Amplification Peak  1	7	50	865
SNORD50A	Deletion Peak  6	43	60	873
SNORD50B	Deletion Peak  6	43	60	873
SNORD56B	Deletion Peak 16	36	43	881
SNORD69	Deletion Peak  2	28	35	887
SNORD74	Amplification Peak  1	7	50	865
SNORD75	Amplification Peak  1	7	50	865
SNORD76	Amplification Peak  1	7	50	865
SNORD77	Amplification Peak  1	7	50	865
SNORD78	Amplification Peak  1	7	50	865
SNORD79	Amplification Peak  1	7	50	865
SNORD80	Amplification Peak  1	7	50	865
SNORD81	Amplification Peak  1	7	50	865
SNORD91A	Deletion Peak 18	57	64	858
SNORD91B	Deletion Peak 18	57	64	858
SNORD95	Deletion Peak  5	25	30	893
SNORD96A	Deletion Peak  5	25	30	893
SNRPD2P2	Amplification Peak  2	14	41	875
SNTN	Deletion Peak  2	28	35	887
SNW1	Deletion Peak 16	36	43	881
SNX14	Deletion Peak  6	43	60	873
