Tumor_Sample_Barcode	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total
BS_1AZ8YJSH	0	0	2	0	7	1	0	0	0	10
BS_3Y44RJXS	0	0	2	0	7	0	0	1	0	10
BS_45913DTA	0	0	2	0	8	0	0	0	0	10
BS_5NAKYS1S	0	0	0	0	10	0	0	0	0	10
BS_6GTKRGNK	0	0	0	0	10	0	0	0	0	10
BS_6KEYD1S4	0	0	1	0	7	1	0	0	1	10
BS_6XP91JM2	1	0	1	0	8	0	0	0	0	10
BS_922YMFYK	0	0	0	0	10	0	0	0	0	10
BS_9N3B3HZB	1	1	1	0	7	0	0	0	0	10
BS_D2BZ25FW	0	1	0	0	9	0	0	0	0	10
BS_F1B71HTZ	0	0	2	0	8	0	0	0	0	10
BS_K049HVGR	1	1	1	0	6	0	0	1	0	10
BS_N5VYY66W	0	0	2	0	8	0	0	0	0	10
BS_NEX92KQH	0	0	1	0	8	0	0	1	0	10
BS_RZNNEX1Y	1	0	0	0	7	0	0	2	0	10
BS_SK949N33	0	0	1	0	7	1	1	0	0	10
BS_VHD4ARSG	0	0	2	1	4	0	0	2	1	10
BS_W23ERYW3	1	0	1	0	7	1	0	0	0	10
BS_XPSD2NRJ	0	0	1	0	8	0	0	1	0	10
BS_XSWF2MR1	2	0	0	0	7	0	0	1	0	10
BS_YH4DYNQ2	0	0	2	0	7	0	0	1	0	10
BS_ZJT1REVB	0	0	1	0	9	0	0	0	0	10
BS_0QEBZX3M	0	0	0	0	6	1	0	2	0	9
BS_11322HD1	0	0	0	0	8	0	0	1	0	9
BS_17AXPP1Y	0	0	0	0	8	0	0	1	0	9
BS_32HAVF6S	0	0	0	0	8	0	0	0	1	9
BS_3DYRAZE7	1	1	1	0	6	0	0	0	0	9
BS_6Y7FX7QJ	0	0	2	0	7	0	0	0	0	9
BS_75VHXMZN	0	0	0	0	7	2	0	0	0	9
BS_9E6Q11G2	0	0	1	0	8	0	0	0	0	9
BS_FT95T4YP	1	0	0	0	7	0	0	1	0	9
BS_JJNSP29S	0	0	0	1	7	0	0	1	0	9
BS_MSGYZ69T	0	1	2	0	6	0	0	0	0	9
BS_NHMPQ8Q1	0	0	0	0	9	0	0	0	0	9
BS_PJ08ZW9A	2	1	0	0	6	0	0	0	0	9
BS_RCAZ62J7	0	0	0	0	8	0	1	0	0	9
BS_SD28E0SC	1	1	0	0	6	0	0	1	0	9
BS_WD37M8SD	0	0	0	0	8	0	0	1	0	9
BS_WSFB4SA2	1	0	0	0	8	0	0	0	0	9
BS_ZS1QRMXS	1	0	0	0	7	1	0	0	0	9
BS_8JFMP1T1	1	1	0	0	5	0	0	1	0	8
BS_947CK40E	0	0	2	0	6	0	0	0	0	8
BS_B5Z2XV03	0	1	0	0	7	0	0	0	0	8
BS_CDKC1E2B	0	0	1	0	5	1	0	1	0	8
BS_D6XHKZDZ	0	0	1	0	7	0	0	0	0	8
BS_DMBNB0EP	0	0	0	0	6	0	0	1	1	8
BS_HW4MYBZ2	0	0	0	0	7	1	0	0	0	8
BS_K6BMXTW5	1	0	0	0	6	0	0	1	0	8
BS_MW6YMRBJ	0	0	0	0	7	0	0	0	1	8
BS_N2JD3VX6	0	0	1	0	6	1	0	0	0	8
BS_NWYBD9CA	0	0	1	0	6	0	0	1	0	8
BS_QYWGB52C	0	1	1	0	6	0	0	0	0	8
BS_S88G7BXH	0	0	1	0	6	1	0	0	0	8
BS_TX8C5VAJ	0	0	0	0	8	0	0	0	0	8
BS_X9PJ715R	1	0	1	0	4	0	0	2	0	8
BS_YPCTK927	0	1	2	0	5	0	0	0	0	8
BS_16FT8V4B	1	1	0	0	5	0	0	0	0	7
BS_3C4YAMKJ	0	0	0	0	5	1	0	1	0	7
BS_3QDRWJCF	0	0	0	1	6	0	0	0	0	7
BS_6SA5B35V	0	0	1	0	6	0	0	0	0	7
BS_7KR13R3P	1	0	0	0	6	0	0	0	0	7
BS_8W0FNBWF	0	1	1	0	5	0	0	0	0	7
BS_969K7ZM1	0	0	0	0	5	1	0	0	1	7
BS_AWDQEKK1	0	0	1	0	5	0	0	1	0	7
BS_FJEBFQHG	0	0	2	0	5	0	0	0	0	7
BS_JTBM5TSE	0	0	0	0	6	0	0	1	0	7
BS_M1YHV93N	0	0	1	0	6	0	0	0	0	7
BS_QC5FNXGH	0	0	1	0	6	0	0	0	0	7
BS_SMCPASF0	0	0	0	0	7	0	0	0	0	7
BS_WD7AQV83	1	1	1	0	4	0	0	0	0	7
BS_WYF8NGSD	0	1	0	0	6	0	0	0	0	7
BS_4XPPZTGG	0	0	2	0	3	1	0	0	0	6
BS_B73JK7T1	0	0	0	0	4	0	0	2	0	6
BS_BVD7PWP5	0	0	0	0	5	0	0	1	0	6
BS_BYJDRXMK	0	0	1	0	4	1	0	0	0	6
BS_C3KDA5ZC	1	0	1	0	2	0	0	1	1	6
BS_EKR4NSNW	1	0	1	0	3	0	0	1	0	6
BS_JJZPY3BG	0	0	0	0	6	0	0	0	0	6
BS_KM878Y43	0	0	1	0	5	0	0	0	0	6
BS_KT9H4B1N	0	1	0	1	3	0	0	1	0	6
BS_R3WB0PP7	0	0	2	0	4	0	0	0	0	6
BS_YVFFHJ1Q	1	3	1	0	1	0	0	0	0	6
BS_BA0M71QZ	0	0	0	0	5	0	0	0	0	5
BS_BD4RQ1G0	0	0	0	0	5	0	0	0	0	5
BS_C9TNGEA0	0	0	0	0	5	0	0	0	0	5
BS_GAA327FP	1	0	0	0	4	0	0	0	0	5
BS_GCQEB05M	0	0	1	0	4	0	0	0	0	5
BS_M9YZK3SP	1	0	0	0	4	0	0	0	0	5
BS_NYVVN7SD	0	1	0	0	3	1	0	0	0	5
BS_QSDKJM8T	0	0	2	0	3	0	0	0	0	5
BS_T8C13KNH	0	1	0	0	3	0	0	1	0	5
BS_V79WFJ6N	0	0	0	0	4	0	0	1	0	5
BS_Z14Z2JMW	0	0	0	1	3	1	0	0	0	5
BS_0XD58YD9	2	0	0	0	2	0	0	0	0	4
BS_41SWNWAG	0	0	0	1	3	0	0	0	0	4
BS_AXM96K20	0	0	2	0	2	0	0	0	0	4
BS_N9N1X78X	0	0	0	0	3	1	0	0	0	4
BS_BZ4GKDP4	0	0	0	0	2	0	0	0	0	2
BS_KVV3G6NP	0	0	0	0	2	0	0	0	0	2
