Ensembl;Gene.name;Refseq;CCDS.ID
ENST00000313324;FAM220A;NM_001037163;CCDS34599
ENST00000313334;BTF3L4;NM_152265;CCDS30713
ENST00000313368;TAF7;NM_005642;CCDS4259
ENST00000313468;NDUFS8;NM_002496;CCDS8176
ENST00000313601;GNAI2;NM_002070;CCDS2813
ENST00000313732;ZDHHC7;NM_017740;CCDS10950
ENST00000313843;STX4;"NM_001272095; NM_004604";CCDS10700
ENST00000313899;HNRNPD;NM_031370;CCDS3592
ENST00000314028;CSNK1D;NM_001893;CCDS11805
ENST00000314133;COX8A;NM_004074;CCDS8054
ENST00000314485;IGSF8;NM_052868;CCDS1195
ENST00000314523;SUMO2;NM_001005849;CCDS45773
ENST00000314606;FARSA;NM_004461;CCDS12287
ENST00000314616;SUPT6H;NM_003170;CCDS32596
ENST00000314761;WDR75;"NM_001303096; NM_032168";CCDS2298
ENST00000314797;COPG1;NM_016128;CCDS33851
ENST00000314852;IMP3;NA;CCDS10282
ENST00000314940;HNRNPA0;NM_006805;CCDS4193
ENST00000315082;RHOT2;"NM_001352275; NM_001352290; NM_001352289; NM_001352294; NM_001352278; NM_001352280; NM_001352292; NM_001352281; NM_001352284; NM_001352285; NM_001352276; NM_001352277; NM_001352279; NM_001352291; NM_001352282; NM_001352293; NM_001352283; NM_001352288; NM_001352286; NM_001352287; NM_138769";CCDS10417
ENST00000315091;TARDBP;NA;
ENST00000315127;EDC3;"NM_001351379; NM_025083";CCDS10267
ENST00000315377;RPS6;NA;
ENST00000315436;WSB2;NM_018639;CCDS9186
ENST00000315588;MED29;NA;
ENST00000315717;ARPC2;NM_152862;CCDS2410
ENST00000315731;RPL7A;NA;
ENST00000315732;LSM10;NM_032881;CCDS408
ENST00000315758;MDH2;NM_005918;CCDS5581
ENST00000315869;TFE3;"NM_001282142; NM_006521";CCDS14315
ENST00000315872;ROCK2;"NM_001321643; NM_004850";CCDS42654
ENST00000315970;OS9;NM_006812;CCDS31843
ENST00000316052;EXOSC4;NM_019037;CCDS6414
ENST00000316059;ZFP91;"NM_053023; NM_001197051";CCDS31553
ENST00000316084;RPS4X;NM_001007;CCDS14418
ENST00000316157;LARP4B;NA;CCDS31131
ENST00000316292;EEF1A1;NA;CCDS4980
ENST00000316448;CALR;NM_004343;CCDS12288
ENST00000316509;VAMP2;NM_014232;CCDS32561
ENST00000316594;HNRNPH2;"NM_001032393; NM_019597";CCDS14485
ENST00000316804;GRB2;NM_002086;CCDS11721
ENST00000316856;RAD23A;NM_001270362;CCDS59358
ENST00000316939;GADD45GIP1;NM_052850;CCDS12290
ENST00000316999;SMAP1;NM_021940;CCDS4973
ENST00000317058;SGF29;NM_138414;CCDS10635
ENST00000317089;DNAJA2;NM_005880;CCDS10726
ENST00000317204;TOLLIP;NM_019009;CCDS7723
ENST00000317506;RANBP10;NM_020850;CCDS32469
ENST00000317534;MRPS24;NM_032014;CCDS5473
ENST00000317881;SLC25A5;NM_001152;CCDS14578
ENST00000317897;MAGEF1;NM_022149;CCDS3269
ENST00000318006;VPS39;NM_015289;CCDS10083
ENST00000318008;LASP1;NM_006148;CCDS11331
ENST00000318037;RNF168;NM_152617;CCDS3317
ENST00000318059;PAM16;NM_016069;CCDS10512
ENST00000318158;GRHPR;NM_012203;CCDS6609
ENST00000318364;MRPL43;NM_032112;CCDS7505
ENST00000318524;NFX1;NM_147134;CCDS6540
ENST00000318607;PABPC1;NM_002568;CCDS6289
ENST00000318911;CYC1;NM_001916;CCDS6415
ENST00000319006;TALDO1;NM_006755;CCDS7712
ENST00000319074;C14orf119;NM_017924;CCDS9588
ENST00000319223;LRRC42;NM_052940;CCDS585
ENST00000319248;PRDX1;NM_181697;CCDS522
ENST00000319285;DCTPP1;NM_024096;CCDS10680
ENST00000319380;UBE2O;NM_022066;CCDS32742
ENST00000319725;FUBP3;NM_003934;CCDS43893
ENST00000319769;B4GALT3;NM_003779;CCDS1222
ENST00000319801;PUM2;"NM_001352929; NM_001282791";CCDS74486
ENST00000319863;GATD1;"NM_001318818; NM_001318821; NM_182612";CCDS7713
ENST00000319942;RABGGTB;NM_004582;CCDS669
ENST00000320225;RNPS1;NM_080594;CCDS10465
ENST00000320580;PACS1;NM_018026;CCDS8129
ENST00000320676;RBMX;NM_002139;CCDS14661
ENST00000320776;BLOC1S4;NM_018366;CCDS3393
ENST00000320805;NFATC2IP;NM_032815;CCDS10645
ENST00000320848;MRFAP1L1;NM_203462;CCDS3392
ENST00000320849;AAR2;NM_001271874;CCDS13273
ENST00000320895;CLPTM1L;NM_030782;CCDS3862
ENST00000320936;CIRBP;NM_001280;CCDS12059
ENST00000320954;CRTAP;NM_006371;CCDS2657
ENST00000321153;RPLP2;NM_001004;CCDS7717
ENST00000321256;NCBP2;NM_007362;CCDS3323
ENST00000321265;NUDC;NM_006600;CCDS292
ENST00000321301;TOMM5;NM_001001790;CCDS43803
ENST00000321331;HIGD1A;"NM_014056; NM_001099669";CCDS43073
ENST00000321358;YBX1;NM_004559;CCDS470
ENST00000321394;TCP1;NM_030752;CCDS5269
ENST00000321460;DNAJC4;"NM_001307980; NM_001307981";CCDS76424
ENST00000321685;DNAJC4;NM_005528;CCDS41666
ENST00000321867;ULK1;NM_003565;CCDS9274
ENST00000322028;POLR2L;NM_021128;CCDS7720
ENST00000322030;SET;NM_003011;CCDS6907
ENST00000322088;PPP2R1A;NM_014225;CCDS12849
ENST00000322157;NPEPPS;NM_006310;CCDS45721
ENST00000322203;RPL10A;NM_007104;CCDS4806
ENST00000322213;SMC1A;NM_006306;CCDS14352
ENST00000322310;SSNA1;NM_003731;CCDS7034
ENST00000322347;COX5A;NM_004255;CCDS10273
ENST00000322357;ZBTB7A;NM_015898;CCDS12119
ENST00000322428;MAF1;NM_032272;CCDS6416
ENST00000322535;SF3B2;NM_006842;CCDS31612
ENST00000322623;RUVBL1;"NM_001319084; NM_003707";CCDS3047
ENST00000322716;EPM2AIP1;NM_014805;CCDS46790
ENST00000322723;NCL;NM_005381;CCDS33397
ENST00000322764;ZYX;"NM_001010972; NM_003461";CCDS5883
ENST00000322897;NAPG;NM_003826;CCDS45827
ENST00000322940;FAM206A;NM_017832;CCDS6774
ENST00000322989;RPS15A;NM_001019;CCDS10571
ENST00000323013;RRP7A;NM_015703;CCDS14036
ENST00000323146;SLC35A4;NM_080670;CCDS4231
ENST00000323213;EIF3M;NA;
ENST00000323345;RPL7A;NM_000972;CCDS6965
ENST00000323460;SENP5;NM_152699;CCDS3322
ENST00000323699;DEGS1;"NM_001321541; NM_003676; NM_001321542";CCDS1540
ENST00000323701;USP39;NM_006590;CCDS33234
ENST00000323848;SRRM1;"NM_001366589; NM_001366588; NM_001366582; NM_001366566; NM_001366599; NM_005839";CCDS255
ENST00000323927;ANAPC2;NM_013366;CCDS7033
ENST00000324306;ZKSCAN1;"NM_001346579; NM_001346581; NM_003439";CCDS34698
ENST00000324545;USP9X;NM_001039590;CCDS43930
ENST00000324679;SAV1;NM_021818;CCDS9701
ENST00000324684;PRPSAP1;NM_001330503;CCDS82209
ENST00000324856;ARID1A;NM_006015;CCDS285
ENST00000324862;PRPF3;"NM_001350529; NM_004698";CCDS951
ENST00000325167;CHMP6;NM_024591;CCDS11774
ENST00000325222;CUL1;NM_003592;CCDS34772
ENST00000325285;FBXW5;NM_018998;CCDS7014
ENST00000325301;MIEF1;NM_019008;CCDS13995
ENST00000325495;HNRNPM;NM_005968;CCDS12203
ENST00000325722;KIAA0319L;NM_024874;CCDS390
ENST00000325748;PRKRA;NM_003690;CCDS2279
ENST00000325954;RNF10;NM_014868;CCDS9201
ENST00000325974;CCZ1;NM_015622;CCDS34597
ENST00000326004;HMGB1;NA;CCDS86347
ENST00000326005;OAZ2;"NM_001301302; NM_002537";CCDS58372
ENST00000326019;SLC4A1AP;NA;CCDS33166
ENST00000326181;TRAF7;NM_032271;CCDS10461
ENST00000326199;RPS10;"NM_001014; NM_001204091";CCDS4792
ENST00000326764;LENG8;NM_052925;CCDS12894
ENST00000326873;STK11;NM_000455;CCDS45896
ENST00000326912;NDUFAF3;NM_199074;CCDS2785
ENST00000326925;NDUFAF3;NM_199069;CCDS2784
ENST00000327044;NOC2L;NM_015658;CCDS3
ENST00000327141;AES;"NM_198970; NM_001130";CCDS12102
ENST00000327158;TIMM22;NM_013337;CCDS32521
ENST00000327300;KHDRBS1;NM_006559;CCDS350
ENST00000327347;SEPHS1;NM_012247;CCDS7098
ENST00000327435;ADI1;NM_018269;CCDS1653
ENST00000327471;BTBD6;NA;
ENST00000327492;TOB2;NM_016272;CCDS14015
ENST00000327761;RASSF1;NM_170713;CCDS2821
ENST00000327772;NDUFA12;NM_018838;CCDS9050
ENST00000327827;C16orf72;NM_014117;CCDS10538
ENST00000327892;TUBB;"NM_001293214; NM_001293213; NM_178014";CCDS4687
ENST00000328024;RAB11B;NM_004218;CCDS12201
ENST00000328085;NPIPA1;NM_006985;CCDS10557
ENST00000328195;PLPBP;"NM_001349346; NM_001349347; NM_001349348; NM_007198";CCDS6096
ENST00000328392;SKP1;NA;
ENST00000328434;COA3;NM_001040431;CCDS32660
ENST00000328631;IP6K2;"NM_001005909; NM_016291";CCDS2777
ENST00000328649;CIB1;NM_006384;CCDS10360
ENST00000328703;HAX1;NM_006118;CCDS1064
ENST00000328709;COA5;NM_001008215;CCDS33257
ENST00000328724;PPP2R5C;"NM_001352914; NM_001352913; NM_001161726";CCDS53911
ENST00000328848;NOP10;NM_018648;CCDS10037
ENST00000329138;HGS;NM_004712;CCDS11784
ENST00000329251;EEF1G;NM_001404;CCDS44626
ENST00000329286;RAB12;NM_001025300;CCDS42410
ENST00000329970;GTF3C6;NM_138408;CCDS5087
ENST00000330029;UQCR10;NM_013387;CCDS46680
ENST00000330133;MRPL54;NM_172251;CCDS12111
ENST00000330188;TPM3;NM_001043351;CCDS41400
ENST00000330263;MRTO4;NM_016183;CCDS191
ENST00000330374;VMA21;"NM_001363810; NM_001017980";CCDS35430
ENST00000330398;ATP6V0C;"NM_001198569; NM_001694";CCDS10470
ENST00000330720;KDELR1;NM_006801;CCDS12718
ENST00000330752;HNRNPA1;NA;
ENST00000330899;DNAJA1;"NM_001314039; NM_001539";CCDS6533
ENST00000330938;PTTG1IP;NM_004339;CCDS13715
ENST00000331134;NPLOC4;NM_017921;CCDS45812
ENST00000331244;GLRX3;"NM_006541; NM_001321980";CCDS7661
ENST00000331268;MORF4L1;NM_206839;CCDS10307
ENST00000331272;FBXW4;"NM_001323541; NM_022039";CCDS31271
ENST00000331334;GLRX5;NM_016417;CCDS9936
ENST00000331457;DRG1;NM_004147;CCDS13897
ENST00000331479;SMDT1;NM_033318;CCDS14031
ENST00000331483;P4HB;NM_000918;CCDS11787
ENST00000331523;EEF1A1;NA;CCDS4980
ENST00000331710;TBK1;NM_013254;CCDS8968
ENST00000331738;RSRC2;NM_023012;CCDS31920
ENST00000331768;SETD3;NM_032233;CCDS9951
ENST00000331808;DEXI;NM_014015;CCDS10545
ENST00000331821;RANBP1;NM_002882;CCDS13775
ENST00000331835;SELENOF;NM_004261;CCDS76178
ENST00000331925;ACTG1;NA;CCDS11782
ENST00000332118;SRPRA;NM_003139;CCDS31717
ENST00000332127;ZC3H11A;"NM_001319238; NM_001319239; NM_001350261";CCDS30978
ENST00000332290;C6orf120;NM_001029863;CCDS34575
ENST00000332499;HEXIM1;NM_006460;CCDS11495
ENST00000332556;LAMP1;NM_005561;CCDS41909
ENST00000332598;TMED9;NM_017510;CCDS4428
ENST00000332624;TRAK2;NM_015049;CCDS2347
ENST00000332707;XPOT;NM_007235;CCDS31852
ENST00000332830;PHF12;NM_001033561;CCDS32598
ENST00000332859;SUMO3;NM_006936;CCDS33587
ENST00000332896;CRADD;NM_003805;CCDS9048
ENST00000333059;C22orf39;NA;
ENST00000333676;MRPL12;NM_002949;CCDS11785
ENST00000333762;H1FX;NM_006026;CCDS3057
ENST00000334163;POLR3C;"NM_006468; NM_001303456";CCDS72864
ENST00000334220;DLST;NM_001933;CCDS9833
ENST00000334256;KPNA4;NM_002268;CCDS3191
ENST00000334351;PNRC2;NM_017761;CCDS246
ENST00000334478;PFDN5;NM_002624;CCDS8853
ENST00000334512;ZMIZ1;NM_020338;CCDS7357
ENST00000334660;CHP1;NM_007236;CCDS10073
ENST00000334678;RPS19BP1;NM_194326;CCDS13997
ENST00000334743;PPP2R5C;"NM_001352915; NM_002719";CCDS9964
ENST00000334828;PGAM1;NM_002629;CCDS7458
ENST00000334944;SF1;NM_201995;CCDS8080
ENST00000335007;PPP1CC;NM_002710;CCDS9150
ENST00000335312;PIP5K1C;NM_012398;CCDS32872
ENST00000335420;KLHDC10;NM_014997;CCDS5815
ENST00000335508;SF3B1;NM_012433;CCDS33356
ENST00000335514;ATP5IF1;NM_016311;CCDS319
ENST00000335895;BTF3;NM_001207;CCDS4019
ENST00000335972;UBA1;NM_003334;CCDS14275
ENST00000336083;RAB6A;NM_198896;CCDS8224
ENST00000336126;PCGF5;NM_032373;CCDS7413
ENST00000336133;SARNP;NM_033082;CCDS8892
ENST00000336273;MTDH;NM_178812;CCDS6274
ENST00000336314;LARP1;"NM_001367713; NM_001367719; NM_001367714; NM_015315";CCDS4328
ENST00000336418;AP3S2;NM_005829;CCDS10357
ENST00000336452;EIF5A;NM_001143760;CCDS45601
ENST00000336458;EIF5A;NM_001970;CCDS11099
ENST00000336576;DNAJB2;NM_006736;CCDS2439
ENST00000336735;SEL1L;NM_005065;CCDS9876
ENST00000336812;DHX15;NM_001358;CCDS33966
ENST00000336854;ATG101;"NM_021934; NM_001098673";CCDS8820
ENST00000337002;SEC62;NM_003262;CCDS3210
ENST00000337130;UGP2;NM_006759;CCDS1875
ENST00000337198;AZIN1;"NM_001363010; NM_001301668; NM_148174";CCDS6295
ENST00000337304;ATF4;NM_001675;CCDS13996
ENST00000337344;PCID2;"NM_001127202; NM_001320657; NM_001353095; NM_001353094";CCDS9532
ENST00000337387;WTAP;"NM_152858; NM_152857";CCDS5267
ENST00000337392;CLPTM1;NM_001294;CCDS12651
ENST00000337537;PPP2R5E;"NM_001282179; NM_006246";CCDS9758
ENST00000337620;CBX3;NM_007276;CCDS5398
ENST00000337859;ZC3H15;NM_018471;CCDS42791
ENST00000338086;PUM2;"NM_001352925; NM_001352920; NM_001352926; NM_001352918; NM_001352927; NM_015317; NM_001352928; NM_001352923; NM_001352919; NM_001352917; NM_001282790";CCDS1698
ENST00000338205;ECPAS;"NM_001364931; NM_001364929; NM_001363756; NM_001364930";CCDS87673
ENST00000338272;TMEM167B;NM_020141;CCDS30789
ENST00000338338;AURKAIP1;NM_017900;CCDS25
ENST00000338639;PARK7;NM_007262;CCDS93
ENST00000338961;PTGES2;NM_025072;CCDS6891
ENST00000338970;RPL14;NM_003973;CCDS33739
ENST00000339012;CFAP36;NM_001282761;CCDS62911
ENST00000339083;RHOC;NM_175744;CCDS854
ENST00000339157;ABHD12;NM_001042472;CCDS42857
ENST00000339399;ANP32B;NM_006401;CCDS6732
ENST00000339438;CSDE1;NM_007158;CCDS30811
ENST00000339594;BAZ1B;NM_032408;CCDS5549
ENST00000339600;NDUFA4;NM_002489;CCDS5357
ENST00000339624;SERF2;NM_001199876;CCDS55964
ENST00000339647;UBC;NM_021009;CCDS9260
ENST00000339697;SERINC1;NM_020755;CCDS5125
ENST00000339834;BORCS7;"NM_001136200; NM_144591";CCDS7542
ENST00000339995;EIF4G2;NM_001418;CCDS31428
ENST00000340020;AIDA;NM_022831;CCDS1533
ENST00000340139;INTS12;NM_020395;CCDS3671
ENST00000340344;NDUFV3;NM_001001503;CCDS33573
ENST00000340385;PRDX6;NM_004905;CCDS1307
ENST00000340450;CAP1;"NM_001350484; NM_001350482; NM_001330502";CCDS81304
ENST00000340473;GTF2F2;NM_004128;CCDS9395
ENST00000340491;DLGAP4;NM_183006;CCDS13275
ENST00000340541;VAPA;NM_003574;CCDS11847
ENST00000340611;BRAT1;"NM_001350627; NM_001350626; NM_152743";CCDS5334
ENST00000340645;GOLGB1;NM_004487;CCDS3004
ENST00000340855;IDS;"NM_000202; NM_001166550";CCDS14685
ENST00000340879;IP6K2;"NM_001005911; NM_001005910";CCDS33752
ENST00000340908;WNK1;NM_213655;CCDS73419
ENST00000340913;HNRNPA1;NM_031157;CCDS44909
ENST00000340941;MCCC2;NM_022132;CCDS34184
ENST00000340990;ADIPOR1;"NM_001290629; NM_001290557; NM_001290553; NM_015999";CCDS1430
ENST00000341162;FCF1;NM_015962;CCDS9832
ENST00000341285;FBXL5;"NM_001193534; NM_012161";CCDS3415
ENST00000341369;PTMA;NM_001099285;CCDS42833
ENST00000341372;TPM3;NA;
ENST00000341423;HMGB1;NM_002128;CCDS9335
ENST00000341516;DCAF5;NM_003861;CCDS32106
ENST00000341567;TMEM248;NM_017994;CCDS5536
ENST00000341657;ANKFY1;NM_001330063;CCDS82038
ENST00000341712;MPRIP;NM_201274;CCDS32578
ENST00000341864;TAF9B;NM_015975;CCDS35340
ENST00000341942;LAMTOR4;NM_001008395;CCDS34702
ENST00000342085;PDPK1;NM_002613;CCDS10472
ENST00000342166;DPY30;NM_001321209;CCDS1777
ENST00000342192;UBE2L3;NM_003347;CCDS13790
ENST00000342245;SMPD1;"NM_001318087; NM_000543";CCDS44531
ENST00000342320;RBPJ;NM_001363577;CCDS33969
ENST00000342374;SERINC3;NM_006811;CCDS13333
ENST00000342505;JAK1;"NM_001321852; NM_001321854; NM_001321853; NM_001321856; NM_001320923; NM_001321857; NM_001321855; NM_002227";CCDS41346
ENST00000342745;SUSD6;NM_014734;CCDS9796
ENST00000343043;DAP3;NA;CCDS1120
ENST00000343053;NELFB;NM_015456;CCDS7040
ENST00000343106;UBE2D3;NM_181892;CCDS3661
ENST00000343242;MAFK;NM_002360;CCDS5325
ENST00000343255;SRSF10;NM_001191005;CCDS53282
ENST00000343262;RPS2;NM_002952;CCDS10452
ENST00000343304;LRRC41;NM_006369;CCDS533
ENST00000343550;USF2;NM_207291;CCDS12453
ENST00000343666;TMEM203;NM_053045;CCDS35185
ENST00000343788;SUGT1;NM_001130912;CCDS45050
ENST00000343810;MCRS1;NM_006337;CCDS8787
ENST00000343813;ICMT;NM_012405;CCDS61
ENST00000343815;UBAP2L;NM_001127320;CCDS44229
ENST00000343818;PYCR2;NM_013328;CCDS31043
ENST00000343986;RPS21;NM_001024;CCDS13497
ENST00000344063;RPL28;NM_000991;CCDS12924
ENST00000344147;ZCCHC17;NM_016505;CCDS341
ENST00000344337;KPNA1;NM_002264;CCDS3013
ENST00000344417;C7orf26;NM_024067;CCDS5353
ENST00000344423;ZNF395;NM_018660;CCDS6067
ENST00000344517;ABCB10;NM_012089;CCDS1580
ENST00000344548;CDC42;NM_001039802;CCDS221
ENST00000344726;HMGN3;"NM_001318885; NM_004242; NM_001201362";CCDS4988
ENST00000344836;USP7;"NM_001321858; NM_003470";CCDS32385
ENST00000344843;MRPL20;NM_017971;CCDS26
ENST00000344924;BPGM;NM_001724;CCDS5833
ENST00000345046;BCAP31;"NM_001256447; NM_005745; NM_001139441";CCDS14727
ENST00000345330;NPTN;NM_012428;CCDS10249
ENST00000345496;UBE2G2;NM_003343;CCDS13714
ENST00000345519;CLTA;"NM_001184761; NM_001311203; NM_001833";CCDS6600
ENST00000346166;RNF6;NM_183043;CCDS9316
ENST00000346495;TSPAN3;NM_198902;CCDS10293
ENST00000347055;KRCC1;"NM_001304526; NM_016618";CCDS2000
ENST00000347512;RPL36;NM_033643;CCDS12147
ENST00000347546;MAGED2;NA;
ENST00000347869;RBM5;NM_005778;CCDS2810
ENST00000347934;WAC;NM_100486;CCDS7160
ENST00000347970;TM2D3;NM_025141;CCDS10392
ENST00000348035;RAC1;NM_006908;CCDS5348
ENST00000348108;MYL6;NA;
ENST00000348165;UBE3C;NM_014671;CCDS34789
ENST00000348462;RPL35;NM_007209;CCDS6858
ENST00000348547;ERGIC3;NM_015966;CCDS13257
ENST00000349048;PFKL;"NM_001002021; NM_002626";CCDS33582
ENST00000349157;PUF60;"NM_014281; NM_001271096";CCDS47933
ENST00000349379;SNX3;NM_001300929;CCDS75501
ENST00000349496;CTNNB1;NM_001904;CCDS2694
ENST00000349736;CSNK2A1;NM_177560;CCDS13004
ENST00000349995;COG3;NM_031431;CCDS9398
ENST00000350028;SAMM50;NM_015380;CCDS14055
ENST00000350498;PDAP1;NM_014891;CCDS5662
ENST00000350592;C1orf43;NM_015449;CCDS1061
ENST00000350697;SEC13;NM_183352;CCDS2599
ENST00000350887;SNRNP35;NA;CCDS9249
ENST00000351193;NMD3;NM_015938;CCDS3194
ENST00000351217;NPTN;NM_017455;CCDS10250
ENST00000351500;PFDN5;NM_145897;CCDS8854
ENST00000351554;CD59;NM_203331;CCDS7886
ENST00000351677;PTPN11;NM_002834;CCDS9163
ENST00000351698;TOR1A;NM_000113;CCDS6930
ENST00000351829;AKR1A1;NA;CCDS523
ENST00000351842;USP4;NM_199443;CCDS2794
ENST00000351986;NPM1;"NM_199185; NM_001355010";CCDS4377
ENST00000352397;CYB5R3;NM_000398;CCDS33658
ENST00000352456;HNRNPUL1;NA;
ENST00000352957;MRPL39;NM_017446;CCDS13573
ENST00000352983;RPL7;NM_000971;CCDS6212
ENST00000353047;CTSB;NM_001908;CCDS5986
ENST00000353107;POLR2K;NM_005034;CCDS6285
ENST00000353258;GDE1;"NM_001324066; NM_001324067; NM_016641";CCDS10578
ENST00000353341;HNRNPD;"NM_001003810; NM_002138";CCDS3590
ENST00000353411;SKP1;NM_170679;CCDS4171
ENST00000353487;SPPL3;NM_139015;CCDS9208
ENST00000353555;BSG;"NM_198589; NM_001322243";CCDS12034
ENST00000353703;YWHAB;NM_139323;CCDS13339
ENST00000353704;CREB3;NM_006368;CCDS6588
ENST00000353999;EIF4H;NM_031992;CCDS5565
ENST00000354171;GPX4;NM_002085;CCDS42457
ENST00000354200;TBC1D20;NM_144628;CCDS13002
ENST00000354250;NDUFV3;NM_021075;CCDS33572
ENST00000354293;AP2A1;NM_130787;CCDS46149
ENST00000354300;PPTC7;NM_139283;CCDS9149
ENST00000354336;CRKL;NM_005207;CCDS13785
ENST00000354434;ZYX;NM_001362783;
ENST00000354488;DDRGK1;NM_023935;CCDS13050
ENST00000354618;THRAP3;"NM_001321473; NM_005119";CCDS405
ENST00000354667;HNRNPA2B1;NM_031243;CCDS43557
ENST00000354695;HNRNPH3;"NM_001322438; NM_001322439; NM_021644; NM_001322440; NM_001322441";CCDS7279
ENST00000354725;SND1;NM_014390;CCDS34747
ENST00000354775;ALDH9A1;NM_000696;CCDS1250
ENST00000354811;RPL15;NA;CCDS2640
ENST00000354858;AK2;"NM_001625; NM_001319140";CCDS374
ENST00000354884;SLC39A13;NM_152264;CCDS7934
ENST00000354895;VKORC1;NM_206824;CCDS10704
ENST00000354910;ANAPC13;NM_015391;CCDS3085
ENST00000354911;WAC;NM_016628;CCDS7159
ENST00000355072;HTT;NM_002111;CCDS43206
ENST00000355091;GPAA1;NM_003801;CCDS43776
ENST00000355238;SYNCRIP;"NM_001159677; NM_001159674; NM_001159676";CCDS55041
ENST00000355264;AP3M1;"NM_001320265; NM_012095; NM_207012; NM_001320263; NM_001320264";CCDS7342
ENST00000355296;DNAJA3;NM_001135110;CCDS45400
ENST00000355379;SCAMP3;NM_052837;CCDS1106
ENST00000355528;TBCD;NM_005993;CCDS45818
ENST00000355619;FBXL3;NM_012158;CCDS9457
ENST00000355621;UBE2H;NM_003344;CCDS5814
ENST00000355653;VAT1;NM_006373;CCDS11451
ENST00000355665;YTHDC1;NM_133370;CCDS3522
ENST00000355673;MBD6;NM_052897;CCDS8944
ENST00000355683;STRN3;NM_014574;CCDS9641
ENST00000355693;COA4;NM_016565;CCDS8225
ENST00000355749;NDUFA5;"NM_001291304; NM_005000";CCDS5788
ENST00000355801;COMMD6;NM_203497;CCDS9452
ENST00000355836;HNRNPAB;NM_004499;CCDS34310
ENST00000355904;GTF2E2;NM_002095;CCDS6078
ENST00000355937;PRELID3B;NM_016045;CCDS42893
ENST00000355938;ATP5MC1;NM_001002027;CCDS11539
ENST00000355968;PPIA;NA;CCDS75592
ENST00000356091;NPEPL1;NM_024663;CCDS46621
ENST00000356126;PSMD12;NM_002816;CCDS11669
ENST00000356166;FBRS;NM_001105079;CCDS45462
ENST00000356205;SLC39A1;NM_001271958;CCDS1055
ENST00000356221;CDC16;"NM_003903; NM_001078645";CCDS9542
ENST00000356244;RANGAP1;NM_002883;CCDS14012
ENST00000356286;RBCK1;NM_031229;CCDS13000
ENST00000356401;ARIH2;"NM_001349223; NM_001349216; NM_001349217; NM_001349214; NM_001349215; NM_006321; NM_001349227; NM_001349221; NM_001349224; NM_001349212; NM_001349218; NM_001349211; NM_001349226; NM_001317334";CCDS2780
ENST00000356413;IGBP1;NM_001551;CCDS14396
ENST00000356415;RAP1A;NA;CCDS840
ENST00000356487;GPI;"NM_001329910; NM_001329909";CCDS12437
ENST00000356493;STOML2;"NM_001287032; NM_013442";CCDS6577
ENST00000356508;PLD3;NM_001031696;CCDS33027
ENST00000356554;MAN1A2;NM_006699;CCDS895
ENST00000356634;KDM1A;NM_015013;CCDS30627
ENST00000356654;ATN1;NM_001007026;CCDS31734
ENST00000356663;TMEM259;NM_001033026;CCDS32862
ENST00000356674;HNRNPA2B1;NM_002137;CCDS5397
ENST00000356770;PBRM1;NA;
ENST00000356936;NCL;NA;
ENST00000356978;CALM1;"NM_001363669; NM_006888";CCDS9892
ENST00000357066;MOB3A;NM_130807;CCDS12081
ENST00000357067;DCTD;NM_001012732;CCDS34108
ENST00000357103;ADIPOR2;NM_024551;CCDS8511
ENST00000357156;DYNLRB1;"NM_177953; NM_001281728; NM_001281729; NM_014183; NM_001281727; NM_001319157";CCDS13235
ENST00000357214;SFPQ;NM_005066;CCDS388
ENST00000357235;CDC42SE1;NM_020239;CCDS981
ENST00000357332;ASNA1;NM_004317;CCDS32920
ENST00000357519;FIBP;NM_004214;CCDS8118
ENST00000357575;PQLC1;NM_001146345;CCDS54193
ENST00000357765;UNC50;"NM_001330353; NM_014044";CCDS2035
ENST00000357790;RPLP1;NM_213725;CCDS10234
ENST00000357849;COPS5;NM_006837;CCDS6198
ENST00000357997;ANKLE2;NM_015114;CCDS41869
ENST00000358007;DDX47;NM_016355;CCDS8655
ENST00000358015;RAD23B;"NM_002874; NM_001244713";CCDS6769
ENST00000358075;MAGT1;NA;CCDS14436
ENST00000358154;METTL9;NM_016025;CCDS10598
ENST00000358227;DMAC1;"NM_001318059; NM_001318058; NM_033428";CCDS34989
ENST00000358337;WDR55;NM_017706;CCDS4235
ENST00000358344;HNRNPAB;NM_031266;CCDS34309
ENST00000358372;WTAP;NM_004906;CCDS5266
ENST00000358402;MAX;NM_145112;CCDS9772
ENST00000358406;GSTK1;NM_015917;CCDS5877
ENST00000358435;TOMM7;NM_019059;CCDS5376
ENST00000358595;ARNT;NM_001668;CCDS970
ENST00000358666;UBL5;NM_024292;CCDS12219
ENST00000358689;ENTPD4;NM_004901;CCDS6041
ENST00000358704;ZBTB18;NM_205768;CCDS1622
ENST00000358746;TTC37;NM_014639;CCDS4072
ENST00000358901;VCP;"NM_001354927; NM_001354928; NM_007126";CCDS6573
ENST00000358935;MARCH5;NM_017824;CCDS7420
ENST00000359060;SSU72;NA;
ENST00000359139;PPP6R2;NM_001242900;CCDS56236
ENST00000359282;PCBP2;NM_001098620;CCDS44903
ENST00000359285;SH2B1;NM_001145797;CCDS53997
ENST00000359523;MPZL1;NM_003953;CCDS1264
ENST00000359653;ZRANB1;NM_017580;CCDS7642
ENST00000359866;DDA1;NM_024050;CCDS12357
ENST00000359957;BRMS1;NM_015399;CCDS8135
ENST00000359995;SRSF2;NM_001195427;CCDS11749
